,cpufreq,uncore_min,uncore_max,reducermaxSizeInFlight,shufflefilebuffer,shufflesortbypassMergeThreshold,speculationinterval,speculationmultiplier,speculationquantile,broadcastblockSize,iocompressionsnappyblockSize,kryoserializerbuffermax,kryoserializerbuffer,drivermemory,executormemory,networktimeout,localitywait,taskmaxFailures,shufflecompress,memoryfraction,shufflespillcompress,broadcastcompress,memorystorageFraction
502,3700000,10,10,127,25,630,310,1,0.5,52,55,114,34,10,8,60,1,5,0,0.6,0,0,0.5
503,2800000,20,20,35,67,310,730,4,0.6,22,122,38,40,14,17,40,4,4,1,0.7999999999999999,0,0,0.7
504,1000000,20,20,37,122,200,540,1,0.7,26,27,56,116,9,15,420,10,8,0,0.7999999999999999,0,1,0.7
505,3700000,24,24,125,80,400,170,5,1.0,42,38,58,86,13,18,120,7,2,0,0.5,0,1,0.6
506,1900000,10,10,34,77,100,550,4,0.8999999999999999,14,28,30,90,11,16,60,2,1,1,0.5,0,0,0.7999999999999999
507,2800000,24,24,93,84,310,710,1,1.0,38,122,124,104,8,15,180,8,2,1,0.5,0,0,0.8999999999999999
508,3700000,24,24,105,108,330,960,4,1.0,10,99,116,106,11,17,120,1,5,1,0.8999999999999999,1,1,0.8999999999999999
509,1000000,10,10,104,110,920,210,3,0.5,26,107,34,86,12,14,280,10,3,1,0.6,1,1,0.7999999999999999
510,2800000,10,10,77,97,640,920,5,1.0,54,60,78,26,8,13,200,1,1,1,1.0,1,1,1.0
511,1000000,20,20,96,65,250,150,1,0.6,36,96,106,112,14,16,20,3,7,1,0.5,1,1,0.5
512,1900000,15,15,64,27,920,710,4,1.0,8,117,82,98,14,12,240,2,1,0,0.7,0,0,1.0
513,2800000,15,15,41,80,580,670,2,0.7,50,65,34,72,13,8,380,10,3,0,0.7999999999999999,1,0,0.7
514,1900000,24,24,31,36,900,670,5,0.7999999999999999,26,77,110,70,12,10,180,3,1,1,1.0,0,1,0.6
515,3700000,24,24,127,30,380,660,2,0.8999999999999999,40,93,38,70,11,11,420,4,3,0,0.5,0,0,0.5
516,2800000,24,24,51,59,920,740,2,0.7999999999999999,16,58,94,46,10,16,80,3,1,1,0.8999999999999999,1,0,0.8999999999999999
517,3700000,24,24,117,124,460,260,1,0.7999999999999999,32,126,74,108,8,10,40,9,8,1,0.7,1,1,1.0
518,1900000,20,20,48,45,370,900,1,1.0,28,103,116,54,8,17,360,2,6,0,1.0,1,0,0.7
519,2800000,15,15,74,30,710,620,2,0.7,14,81,122,86,8,11,60,2,2,1,1.0,1,1,0.6
520,1000000,15,15,54,125,890,450,5,0.7999999999999999,4,79,42,56,8,17,340,8,8,0,0.7,1,0,0.8999999999999999
521,1000000,10,10,112,37,880,360,1,0.8999999999999999,4,54,56,118,9,17,360,9,1,1,0.7999999999999999,1,0,0.7
522,3700000,24,24,60,84,770,550,5,0.5,38,62,124,68,8,12,240,2,4,0,0.8999999999999999,1,1,0.7
523,3700000,20,20,98,95,720,280,4,0.5,62,77,68,124,11,15,260,9,3,0,0.6,1,0,0.6
524,2800000,10,10,75,118,290,460,3,0.7,42,48,90,96,9,8,420,2,4,1,0.6,1,1,0.7
525,1900000,10,10,64,54,810,890,4,0.6,24,116,60,26,12,8,160,2,5,1,1.0,0,0,0.7999999999999999
526,1000000,20,20,95,63,390,660,2,0.7999999999999999,24,76,126,50,9,17,440,9,5,0,0.5,0,0,1.0
527,1000000,10,10,90,90,390,180,3,0.6,18,126,120,52,11,10,40,1,1,0,0.5,1,1,0.5
528,2800000,10,10,43,77,520,860,4,0.7999999999999999,42,120,34,78,13,8,400,7,3,1,0.7,1,0,0.6
529,3700000,15,15,71,112,490,500,4,1.0,32,106,92,122,9,15,100,6,2,1,0.5,0,1,0.7
530,3700000,15,15,92,44,290,160,2,0.7,32,25,98,124,13,10,120,1,5,1,0.7999999999999999,1,0,1.0
531,1000000,24,24,126,85,700,610,3,0.7,48,128,120,30,10,14,440,7,4,1,1.0,0,1,1.0
532,2800000,24,24,108,57,850,970,2,1.0,30,97,100,82,12,18,300,9,2,1,0.6,1,1,0.5
533,1000000,15,15,62,76,410,110,1,0.5,8,68,72,82,14,18,300,6,3,1,0.7,0,0,0.7
534,3700000,15,15,120,24,250,190,4,0.7999999999999999,34,53,68,46,12,15,180,1,7,0,0.6,0,1,0.6
535,2800000,10,10,87,66,680,580,5,0.7,28,55,120,128,14,8,40,4,8,1,0.8999999999999999,0,1,1.0
536,1000000,20,20,87,37,750,180,2,0.7999999999999999,50,97,110,110,10,14,200,9,7,1,0.5,0,1,0.7
537,3700000,24,24,28,122,980,380,2,1.0,48,80,34,64,12,8,220,4,2,1,0.6,1,0,0.6
538,2800000,10,10,123,119,660,970,3,0.6,32,89,46,116,14,10,480,9,5,0,0.6,1,0,0.8999999999999999
539,3700000,10,10,25,124,980,180,5,0.7,54,25,54,102,10,14,440,1,3,0,1.0,1,0,0.8999999999999999
540,2800000,20,20,121,87,890,490,2,0.6,48,54,102,74,10,17,120,4,6,1,1.0,0,1,0.5
541,1000000,20,20,29,94,630,870,5,0.8999999999999999,8,99,112,102,14,14,160,10,4,0,0.7,0,1,0.6
542,2800000,24,24,106,60,630,190,4,0.6,64,59,74,34,14,9,400,6,7,1,0.7,0,1,0.7
543,1900000,20,20,107,29,260,720,4,1.0,60,69,34,102,11,10,480,7,3,1,1.0,0,0,0.8999999999999999
544,2800000,10,10,46,84,150,900,2,0.6,28,125,86,62,9,17,60,4,2,1,0.7999999999999999,1,0,0.7999999999999999
545,1000000,24,24,59,66,160,330,2,1.0,60,55,64,62,9,13,120,9,4,1,0.8999999999999999,0,1,0.7999999999999999
546,1900000,20,20,69,120,520,140,2,0.8999999999999999,52,38,24,28,8,14,240,9,1,0,0.6,0,1,0.5
547,3700000,24,24,118,112,460,350,5,0.5,62,38,80,32,14,15,140,10,2,1,0.7,1,0,0.6
548,2800000,15,15,54,24,810,800,4,0.7999999999999999,8,100,56,54,10,9,380,7,4,0,0.6,0,0,1.0
549,1900000,15,15,47,55,750,670,1,1.0,54,42,106,124,14,15,320,8,5,0,0.5,1,0,0.8999999999999999
550,3700000,10,10,36,25,700,950,1,0.5,8,86,56,30,13,15,260,5,6,1,0.7999999999999999,0,0,0.8999999999999999
551,2800000,15,15,98,123,180,780,2,0.7999999999999999,46,39,56,38,9,13,380,5,4,1,0.8999999999999999,0,1,0.5
552,1900000,15,15,48,56,590,410,4,0.8999999999999999,14,125,40,46,11,8,340,3,4,1,0.6,0,1,0.7999999999999999
553,1900000,24,24,77,123,780,110,5,1.0,42,93,106,60,12,18,20,7,6,0,0.5,0,1,1.0
554,1000000,20,20,99,65,890,420,3,1.0,34,44,72,94,11,15,400,5,3,1,0.6,1,0,0.7
555,3700000,24,24,121,115,460,240,3,0.6,34,42,32,32,8,16,300,3,6,0,0.6,1,1,1.0
556,1000000,15,15,56,104,640,840,3,0.8999999999999999,48,91,110,106,10,17,400,2,3,0,0.5,0,0,0.6
557,1900000,15,15,69,115,600,380,3,0.8999999999999999,48,39,40,68,10,17,60,4,5,0,0.6,1,0,0.7999999999999999
558,1000000,20,20,90,43,890,550,1,0.7999999999999999,24,39,30,40,11,9,420,8,7,1,0.8999999999999999,0,0,0.7999999999999999
559,1000000,15,15,123,37,480,380,2,0.5,44,85,126,102,12,16,140,9,8,0,1.0,1,0,0.7
560,3700000,10,10,25,49,460,500,1,0.6,32,56,80,72,12,16,480,8,4,0,0.8999999999999999,1,1,0.5
561,2800000,10,10,56,92,740,930,3,0.5,58,126,64,116,13,12,400,9,2,1,0.7999999999999999,1,0,0.7999999999999999
562,3700000,20,20,69,75,440,620,5,0.7999999999999999,40,46,94,38,11,17,40,9,3,0,1.0,1,1,0.8999999999999999
563,1000000,15,15,126,44,430,590,1,0.5,16,65,106,76,11,17,100,10,2,1,1.0,0,0,1.0
564,2800000,20,20,35,48,320,170,4,1.0,18,119,34,42,9,15,120,8,5,1,0.8999999999999999,0,0,0.8999999999999999
565,3700000,10,10,72,25,900,180,4,0.8999999999999999,54,100,74,42,11,12,360,6,7,0,0.7999999999999999,1,0,1.0
566,1900000,15,15,27,61,150,500,2,0.8999999999999999,34,75,64,86,14,14,200,2,8,1,0.6,0,1,0.8999999999999999
567,3700000,20,20,74,49,190,820,3,0.5,48,107,110,28,10,18,460,4,2,1,0.5,1,0,0.8999999999999999
568,1000000,20,20,85,60,430,750,3,0.8999999999999999,26,70,104,84,13,11,420,8,5,1,1.0,0,1,0.5
569,1000000,10,10,35,57,910,440,3,0.6,28,67,36,48,13,8,400,4,1,0,1.0,1,0,1.0
570,3700000,20,20,25,99,770,1000,5,0.8999999999999999,40,64,108,36,12,17,180,3,4,1,0.5,0,1,0.7999999999999999
571,2800000,10,10,87,107,100,570,4,0.7999999999999999,54,89,24,58,8,9,240,7,3,1,0.5,0,0,0.5
572,1000000,10,10,88,33,530,170,5,0.5,64,88,114,40,12,11,140,8,5,0,1.0,1,1,0.8999999999999999
573,3700000,10,10,125,122,320,440,2,0.7999999999999999,36,58,116,58,8,10,240,7,7,0,0.6,0,1,0.5
574,3700000,20,20,42,70,720,950,5,0.7999999999999999,50,97,28,56,14,18,320,10,5,1,1.0,0,0,0.8999999999999999
575,1900000,24,24,122,91,970,150,4,0.7999999999999999,6,34,98,34,10,8,360,4,7,1,0.5,0,0,1.0
576,2800000,20,20,24,105,960,100,4,0.7,44,59,68,40,12,18,120,5,4,1,1.0,0,0,0.8999999999999999
577,3700000,20,20,41,94,950,510,3,0.6,42,45,24,64,14,10,100,9,8,0,0.5,0,1,1.0
578,1900000,10,10,109,126,580,530,3,0.7,30,88,112,102,10,9,480,10,8,1,0.7,1,1,0.7999999999999999
579,2800000,10,10,44,102,900,680,2,0.5,20,85,66,34,8,11,320,9,6,0,0.6,1,1,0.7999999999999999
580,1000000,15,15,44,92,100,920,1,0.5,16,103,44,96,8,9,420,7,8,1,0.5,1,0,1.0
581,1000000,10,10,69,37,510,810,1,0.8999999999999999,42,36,62,116,10,13,240,3,6,0,0.7999999999999999,1,1,1.0
582,3700000,20,20,71,122,820,660,3,0.6,48,52,126,58,11,11,480,5,8,0,0.5,1,1,0.7
583,1000000,15,15,88,73,880,910,2,0.8999999999999999,12,28,128,96,14,10,380,10,8,0,0.5,0,0,0.5
584,1000000,20,20,37,26,780,890,5,0.7999999999999999,8,102,118,46,8,15,240,10,7,0,1.0,0,1,0.7999999999999999
585,1900000,20,20,76,84,160,460,1,1.0,8,82,96,44,11,11,440,10,8,1,0.5,0,1,0.6
586,3700000,24,24,31,98,120,470,4,0.8999999999999999,42,102,26,40,10,13,480,7,1,1,0.7999999999999999,1,1,0.8999999999999999
587,3700000,10,10,60,59,260,840,4,1.0,36,56,58,114,14,9,480,10,3,0,1.0,1,0,0.6
588,3700000,24,24,36,121,990,880,3,0.5,54,27,124,122,10,12,200,5,4,0,0.7999999999999999,1,1,0.7999999999999999
589,1900000,15,15,74,108,200,810,2,0.7999999999999999,14,72,52,44,9,11,320,4,6,0,0.8999999999999999,0,1,0.8999999999999999
590,1000000,24,24,88,87,850,210,3,0.7,48,81,66,28,9,16,100,9,2,1,0.7999999999999999,0,1,0.8999999999999999
591,1900000,10,10,93,36,710,730,2,0.5,10,74,34,56,10,11,200,3,3,1,0.6,0,1,1.0
592,3700000,15,15,33,90,940,130,3,0.7,42,50,40,66,11,14,20,9,8,1,0.8999999999999999,1,0,0.7
593,1000000,15,15,36,34,580,770,5,0.8999999999999999,18,100,46,46,14,9,240,9,4,0,1.0,1,0,0.5
594,1900000,10,10,43,77,990,410,5,0.7999999999999999,26,118,48,58,11,16,220,5,2,0,0.7,1,0,0.7999999999999999
595,3700000,20,20,85,44,250,760,3,0.7999999999999999,38,55,54,58,13,13,120,1,8,0,0.5,1,0,0.5
596,1000000,24,24,74,67,360,690,5,1.0,36,83,24,52,12,11,180,4,2,0,0.5,1,0,0.7
597,2800000,10,10,44,66,830,190,1,0.6,62,112,72,50,10,11,400,5,6,0,0.7999999999999999,1,1,0.7
598,1000000,20,20,70,71,100,520,4,0.6,40,127,68,114,11,16,120,1,6,1,0.8999999999999999,0,0,0.8999999999999999
599,1000000,10,10,36,126,680,350,5,1.0,20,124,38,96,9,8,400,2,2,1,0.8999999999999999,0,0,0.7
600,1900000,20,20,54,42,810,960,3,0.5,44,63,74,42,9,13,80,1,8,1,0.7,1,0,0.6
601,1900000,15,15,93,89,920,960,4,0.7999999999999999,40,57,52,42,14,10,120,9,3,1,0.8999999999999999,0,1,0.7999999999999999
602,1900000,15,15,45,27,330,460,5,0.7,36,107,126,116,14,13,300,9,3,0,0.5,0,1,0.7
603,1000000,15,15,102,105,1000,890,1,0.7,32,98,24,98,9,14,80,3,6,1,0.8999999999999999,1,1,0.6
604,1900000,10,10,108,46,760,690,3,1.0,46,52,66,122,14,18,460,2,6,1,0.6,0,1,0.7999999999999999
605,3700000,24,24,96,39,520,940,2,0.7,30,46,68,88,13,8,220,4,8,0,0.7999999999999999,1,0,1.0
606,3700000,10,10,109,39,630,280,5,0.7999999999999999,32,98,36,102,8,14,360,6,2,1,1.0,0,1,0.8999999999999999
607,1900000,15,15,61,123,870,880,5,0.5,44,47,30,118,11,11,160,7,7,1,0.7999999999999999,0,1,1.0
608,2800000,10,10,114,70,120,990,1,0.6,20,36,38,80,12,12,20,1,8,0,0.7,1,0,0.7999999999999999
609,2800000,15,15,58,78,750,710,2,0.6,54,116,52,54,11,9,380,4,7,0,1.0,0,0,0.8999999999999999
610,3700000,24,24,26,26,390,230,1,0.5,18,48,44,106,13,16,440,9,7,1,1.0,1,0,0.8999999999999999
611,2800000,10,10,68,113,1000,260,3,0.8999999999999999,26,109,32,114,13,18,380,4,6,0,0.7,0,1,0.7999999999999999
612,1900000,24,24,115,120,580,980,5,0.6,22,52,124,106,10,15,460,3,8,1,0.7,1,0,1.0
613,1900000,20,20,76,63,170,420,5,0.6,14,123,30,62,10,15,400,5,6,1,1.0,1,0,1.0
614,2800000,10,10,70,84,690,410,5,0.8999999999999999,44,95,82,24,13,8,100,10,2,1,0.7999999999999999,1,1,0.7999999999999999
615,2800000,20,20,47,123,550,140,1,0.6,32,57,76,102,9,18,180,1,2,0,1.0,0,0,0.5
616,1000000,15,15,45,60,580,840,3,0.8999999999999999,44,110,126,98,13,9,80,3,8,0,0.6,1,0,1.0
617,2800000,15,15,42,58,380,390,5,0.5,54,96,28,88,8,17,380,8,4,1,0.7999999999999999,0,0,0.8999999999999999
618,1900000,15,15,107,66,510,790,5,0.6,46,66,112,116,13,17,60,1,8,0,1.0,1,0,0.6
619,1900000,10,10,57,65,500,150,4,0.7999999999999999,42,115,100,96,8,9,500,9,6,1,0.6,0,1,0.5
620,1900000,15,15,57,61,700,970,5,0.7999999999999999,28,56,68,116,8,14,240,3,1,1,0.7999999999999999,0,0,0.6
621,1900000,15,15,28,62,930,960,1,0.8999999999999999,20,88,64,120,13,12,240,4,8,1,0.5,1,1,1.0
622,2800000,24,24,83,61,760,700,4,0.6,20,89,106,92,9,8,400,2,6,1,0.8999999999999999,1,0,0.7999999999999999
623,1000000,24,24,104,128,750,120,2,0.8999999999999999,20,45,38,64,9,9,400,5,2,1,0.7999999999999999,1,1,0.5
624,1000000,20,20,63,65,190,270,3,0.7999999999999999,10,46,44,86,12,16,20,8,1,1,0.6,1,1,0.8999999999999999
625,2800000,24,24,75,114,260,290,1,1.0,42,87,116,48,11,13,260,4,7,0,0.7999999999999999,0,1,0.7
626,3700000,10,10,93,117,690,220,2,0.6,6,31,60,88,9,15,400,8,1,1,0.5,0,0,0.6
627,3700000,10,10,49,60,620,790,5,1.0,8,36,74,30,10,14,480,9,3,1,0.7,0,1,0.7
628,1000000,24,24,46,80,360,410,4,0.5,26,46,64,48,12,9,260,3,3,1,0.7999999999999999,1,0,0.6
629,1000000,24,24,42,100,210,790,1,0.6,12,118,114,74,11,12,100,8,7,0,0.7999999999999999,1,1,0.7999999999999999
630,1900000,15,15,63,45,860,510,3,0.7,52,76,110,44,11,11,160,10,4,0,0.6,1,1,0.7999999999999999
631,1000000,20,20,48,93,650,790,1,0.7,38,26,46,106,8,18,100,9,7,0,1.0,0,1,0.5
632,1000000,10,10,69,97,800,590,2,0.7,58,24,42,102,12,9,160,7,6,0,0.6,1,0,1.0
633,1000000,15,15,115,88,760,390,2,1.0,16,36,32,82,8,18,40,1,5,0,0.8999999999999999,1,1,1.0
634,1000000,10,10,48,56,510,910,3,1.0,60,55,84,46,11,16,280,1,8,0,0.8999999999999999,1,0,0.5
635,1900000,10,10,126,110,840,860,5,1.0,24,70,56,68,11,16,180,4,6,1,0.7999999999999999,1,0,0.8999999999999999
636,2800000,15,15,110,108,610,280,5,0.5,20,35,78,60,9,16,480,7,7,0,0.8999999999999999,1,0,0.5
637,3700000,10,10,128,72,170,330,4,0.5,62,79,96,58,9,15,100,8,8,1,0.7,0,1,0.5
638,1000000,20,20,81,55,330,510,1,0.6,50,65,84,62,14,12,60,9,6,0,0.5,0,1,0.6
639,3700000,24,24,118,29,460,140,1,0.6,62,62,50,124,11,14,80,8,6,0,0.8999999999999999,0,1,0.8999999999999999
640,3700000,20,20,83,34,860,390,2,0.6,12,48,70,68,9,9,20,4,8,0,0.7999999999999999,0,0,0.8999999999999999
641,2800000,10,10,37,96,730,890,2,0.5,40,59,74,112,11,14,220,1,7,1,0.7,0,1,1.0
642,1900000,24,24,69,110,820,450,3,0.8999999999999999,40,75,36,58,8,12,60,1,5,1,0.8999999999999999,1,1,0.6
643,3700000,24,24,98,98,530,820,2,0.5,60,46,48,68,11,10,480,4,7,1,0.5,0,1,0.8999999999999999
644,1900000,24,24,113,55,310,140,3,0.8999999999999999,50,68,88,34,8,8,180,9,2,1,1.0,1,1,1.0
645,1900000,20,20,108,69,790,620,3,1.0,22,33,82,40,9,10,180,4,2,1,0.5,1,1,0.7999999999999999
646,2800000,15,15,45,114,900,800,3,0.5,32,101,120,38,14,13,260,3,3,1,0.6,1,1,0.7999999999999999
647,2800000,15,15,70,120,310,340,4,0.7,58,66,102,48,10,8,200,9,6,0,1.0,0,1,0.5
648,2800000,10,10,74,35,560,740,1,1.0,56,77,58,122,14,12,60,9,4,0,0.5,0,0,0.7
649,2800000,10,10,102,98,390,470,2,0.5,40,101,88,80,8,18,500,3,2,1,0.7999999999999999,0,1,0.7999999999999999
650,1000000,10,10,114,89,540,820,5,1.0,44,63,54,46,14,17,40,7,4,0,0.5,0,1,0.5
651,2800000,15,15,28,40,970,550,4,0.6,6,61,98,114,13,13,80,4,4,0,1.0,0,1,0.7999999999999999
652,1000000,10,10,95,83,450,960,4,1.0,62,128,122,74,13,10,280,8,4,0,0.8999999999999999,0,1,0.8999999999999999
653,2800000,15,15,55,72,490,710,5,0.6,60,77,100,68,13,17,40,4,6,1,0.5,1,1,0.5
654,1000000,24,24,126,122,790,200,1,0.5,34,55,78,100,14,13,340,4,7,1,0.7,0,0,0.8999999999999999
655,1000000,20,20,51,57,830,260,3,0.8999999999999999,36,89,64,84,13,8,460,9,3,1,1.0,1,1,0.7999999999999999
656,1000000,24,24,30,83,290,100,4,0.7,40,69,86,120,8,8,460,6,6,0,0.7999999999999999,1,0,0.6
657,3700000,15,15,70,122,950,170,1,0.5,48,116,66,112,10,17,120,8,5,1,0.7,0,0,0.6
658,1900000,24,24,96,74,880,960,4,0.7999999999999999,40,43,60,30,9,12,320,9,4,1,1.0,0,1,0.8999999999999999
659,1000000,15,15,47,71,370,690,3,0.8999999999999999,42,117,24,64,12,11,320,7,2,0,1.0,1,1,0.7999999999999999
660,2800000,15,15,39,56,430,870,5,0.8999999999999999,44,92,32,38,8,16,40,10,8,0,0.6,0,0,0.5
661,1900000,24,24,84,81,870,550,4,0.5,34,110,34,48,11,15,140,1,2,1,0.5,1,1,1.0
662,1000000,20,20,76,84,420,670,1,0.7999999999999999,58,68,40,36,10,18,300,9,8,1,1.0,1,1,0.6
663,2800000,15,15,59,62,900,930,2,1.0,6,25,124,120,11,14,240,9,8,1,0.5,0,1,0.8999999999999999
664,1900000,15,15,105,27,300,660,5,0.6,20,62,24,126,12,18,100,3,5,1,0.7,1,0,0.7999999999999999
665,1900000,10,10,100,125,990,360,4,0.6,28,48,24,118,14,17,200,2,7,0,0.8999999999999999,1,1,0.8999999999999999
666,1000000,15,15,113,43,530,530,2,0.8999999999999999,4,33,120,90,8,11,420,6,3,0,0.6,1,1,0.7999999999999999
667,1000000,15,15,25,56,610,640,1,0.7999999999999999,8,106,96,120,12,18,240,10,4,0,0.6,0,1,0.6
668,1000000,15,15,55,58,810,320,1,0.7,28,105,26,40,13,18,500,9,2,1,0.8999999999999999,0,0,0.7999999999999999
669,1900000,10,10,48,128,260,890,5,0.7,4,34,114,40,13,15,20,3,8,1,1.0,0,1,0.6
670,1900000,20,20,68,123,990,400,3,0.7,18,85,74,32,11,9,140,6,8,1,0.7,1,1,0.8999999999999999
671,3700000,10,10,69,36,880,510,5,0.7,8,34,66,126,10,9,320,5,6,1,0.8999999999999999,0,1,0.7999999999999999
672,2800000,24,24,101,88,340,220,1,0.7999999999999999,60,44,114,40,8,15,300,3,1,0,0.7,1,1,0.7
673,1000000,20,20,109,118,560,100,5,0.8999999999999999,48,121,48,40,10,15,140,2,8,1,1.0,0,1,0.7999999999999999
674,1000000,24,24,111,24,480,890,3,1.0,20,102,112,114,14,14,40,7,1,1,0.6,0,1,1.0
675,1000000,24,24,104,72,460,890,5,0.8999999999999999,46,100,46,102,13,14,280,2,8,1,0.8999999999999999,1,1,0.7
676,3700000,10,10,97,28,430,810,2,0.6,64,89,68,116,14,11,20,9,3,1,1.0,1,1,0.7999999999999999
677,3700000,10,10,64,112,860,420,1,1.0,44,26,36,28,9,15,500,10,8,1,0.5,1,0,1.0
678,1000000,10,10,85,26,170,990,5,0.6,10,70,68,86,8,17,400,6,5,0,0.8999999999999999,1,1,1.0
679,1000000,10,10,51,98,870,590,1,0.7,58,75,116,90,10,14,200,5,5,0,0.7999999999999999,1,1,0.5
680,2800000,10,10,34,31,800,360,1,0.7999999999999999,6,47,60,82,14,11,60,6,6,1,0.5,1,1,0.8999999999999999
681,2800000,20,20,108,79,380,690,1,0.6,36,98,62,62,12,18,20,9,7,1,0.8999999999999999,0,1,0.5
682,1900000,15,15,120,31,350,980,3,0.8999999999999999,46,55,90,120,10,12,480,1,8,1,0.8999999999999999,0,1,0.5
683,3700000,15,15,45,74,690,160,3,0.5,34,27,30,56,12,13,80,9,6,1,1.0,0,1,0.7999999999999999
684,1900000,20,20,128,25,720,670,3,0.6,34,84,60,26,11,9,380,2,3,1,1.0,0,0,1.0
685,1000000,15,15,95,99,180,870,2,0.7,26,90,104,76,13,14,260,8,4,0,1.0,0,0,0.8999999999999999
686,2800000,10,10,30,89,520,390,3,0.7999999999999999,12,88,68,94,8,13,80,5,8,1,1.0,1,1,0.7999999999999999
687,1000000,15,15,82,102,600,740,4,0.8999999999999999,6,120,64,44,12,12,260,8,4,1,0.6,0,1,0.7999999999999999
688,3700000,20,20,87,103,970,100,5,1.0,10,123,30,30,12,10,140,3,6,1,0.8999999999999999,0,0,1.0
689,1000000,20,20,99,100,790,570,5,0.8999999999999999,4,50,96,110,13,12,100,8,1,1,0.5,0,0,0.5
690,1000000,15,15,50,33,330,940,4,0.5,42,25,64,76,8,13,500,8,8,0,0.6,1,0,0.8999999999999999
691,1900000,15,15,54,99,300,150,2,0.7999999999999999,6,128,30,90,9,13,280,10,1,1,0.5,0,1,0.7
692,1000000,20,20,82,109,240,170,5,0.7999999999999999,42,120,128,26,13,17,120,1,7,0,1.0,1,0,1.0
693,3700000,10,10,68,54,690,940,2,0.7999999999999999,6,69,74,122,14,17,340,10,4,0,0.8999999999999999,1,0,0.5
694,2800000,15,15,60,40,750,650,2,1.0,40,57,42,100,10,12,360,4,4,0,0.5,1,1,0.8999999999999999
695,1000000,24,24,31,126,240,330,2,0.7,44,41,92,112,9,8,440,10,6,1,0.8999999999999999,1,0,0.6
696,1000000,15,15,116,81,800,720,2,0.5,54,100,34,46,11,14,200,4,5,0,0.7999999999999999,0,1,0.7999999999999999
697,1900000,20,20,50,102,150,400,5,1.0,4,126,52,128,10,13,180,6,3,1,0.7999999999999999,1,1,0.8999999999999999
698,1900000,20,20,45,45,980,110,1,0.5,8,113,122,56,9,8,260,6,6,1,0.7,0,0,0.7999999999999999
699,1900000,15,15,26,31,930,170,4,0.5,40,112,66,126,9,11,440,1,5,0,0.6,0,1,0.8999999999999999
700,2800000,24,24,52,60,120,470,3,1.0,50,24,40,96,9,16,200,6,6,1,0.7,1,1,1.0
701,2800000,24,24,72,125,300,890,1,0.5,38,81,48,44,9,9,220,6,7,0,0.8999999999999999,1,1,0.7
702,2800000,10,10,59,53,710,240,1,0.7,52,117,32,52,13,11,320,3,4,0,0.8999999999999999,0,1,0.6
703,2800000,15,15,100,109,360,760,4,0.8999999999999999,56,69,90,88,14,13,160,8,5,0,0.7999999999999999,1,0,0.7
704,1000000,15,15,110,93,300,440,1,0.7999999999999999,56,97,76,126,13,16,20,8,6,1,1.0,1,1,0.6
705,2800000,10,10,102,54,890,540,5,0.8999999999999999,22,33,90,54,11,15,480,9,8,0,0.8999999999999999,1,1,0.8999999999999999
706,2800000,10,10,96,92,840,770,1,0.7,40,26,106,124,9,11,140,4,6,0,0.7999999999999999,1,0,0.7999999999999999
707,3700000,10,10,66,79,840,580,1,0.7,58,112,116,92,12,8,240,1,7,0,0.7,0,0,0.6
708,2800000,15,15,97,61,370,210,1,0.7,58,69,40,44,8,9,140,7,6,0,0.7999999999999999,0,0,0.7
709,2800000,24,24,55,33,710,290,3,0.5,16,49,74,30,8,9,20,8,3,0,0.7999999999999999,1,0,0.5
710,1000000,20,20,97,63,300,230,3,0.8999999999999999,30,61,78,92,12,16,240,7,1,0,0.5,1,0,0.7
711,1900000,24,24,93,65,830,840,4,0.5,24,109,58,102,9,11,240,9,5,1,0.7999999999999999,0,0,1.0
712,2800000,24,24,124,83,370,870,5,0.5,62,44,42,68,9,14,400,9,7,1,0.8999999999999999,1,0,0.6
713,1900000,10,10,48,98,270,330,5,0.6,22,71,110,74,8,9,20,10,7,1,0.6,0,0,0.8999999999999999
714,2800000,24,24,101,91,620,520,3,0.8999999999999999,16,74,90,114,8,12,200,5,4,1,0.5,0,0,1.0
715,3700000,15,15,27,98,500,700,5,0.8999999999999999,56,87,64,42,12,8,120,8,6,1,1.0,1,1,1.0
716,1900000,24,24,53,66,410,540,1,0.8999999999999999,42,83,90,84,9,10,60,8,7,1,0.5,0,0,0.7
717,2800000,15,15,89,112,670,340,5,0.8999999999999999,4,109,114,98,11,16,380,2,2,0,1.0,0,1,0.5
718,1000000,24,24,105,111,580,890,5,0.7999999999999999,64,103,46,118,9,10,20,3,4,1,0.7999999999999999,1,0,0.7
719,1900000,20,20,100,94,750,610,1,0.7,46,124,90,90,8,14,460,8,7,1,0.6,0,1,1.0
720,1900000,15,15,100,89,150,690,5,0.7,18,77,28,54,13,11,420,4,6,0,0.8999999999999999,0,0,0.8999999999999999
721,2800000,20,20,24,60,830,590,3,0.8999999999999999,32,28,56,52,12,17,240,2,5,1,0.8999999999999999,1,0,0.7999999999999999
722,1000000,10,10,47,104,710,350,5,1.0,24,47,60,52,9,12,320,10,8,1,1.0,0,0,0.8999999999999999
723,1900000,10,10,115,47,610,160,5,0.7,10,32,30,102,10,8,360,8,3,0,1.0,1,0,0.6
724,1900000,15,15,53,27,650,210,5,0.8999999999999999,56,24,54,128,11,16,220,6,2,1,0.5,1,0,0.7
725,2800000,24,24,24,42,690,470,3,1.0,14,100,110,82,10,8,260,10,8,1,0.7,0,1,0.5
726,3700000,20,20,55,49,760,100,3,1.0,60,96,104,94,8,12,280,4,2,0,1.0,0,0,0.7999999999999999
