,cpufreq,uncore_min,uncore_max,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.memory,spark.executor.memory,spark.network.timeout,spark.locality.wait,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.shuffle.spill.compress,spark.broadcast.compress,spark.memory.storageFraction
384,1200000,10,10,54m,109k,110,990ms,3,0.6,54m,36k,82m,74k,12g,9g,240s,7s,8,false,0.7999999999999999,false,false,0.5
385,1200000,15,15,30m,81k,940,670ms,4,0.7999999999999999,34m,102k,26m,46k,8g,17g,500s,2s,3,false,0.7,true,true,0.8999999999999999
386,2466666,10,10,39m,35k,850,360ms,4,0.7999999999999999,44m,72k,28m,82k,10g,11g,240s,1s,3,false,0.7,true,true,0.7
387,2466666,20,20,49m,49k,350,240ms,4,0.6,10m,68k,40m,84k,10g,11g,260s,7s,3,false,0.5,false,false,0.7999999999999999
388,3100000,15,15,82m,30k,220,570ms,4,0.7,60m,58k,46m,100k,14g,8g,480s,9s,7,true,0.8999999999999999,true,true,0.7
389,3100000,20,20,102m,54k,700,210ms,4,0.6,6m,81k,86m,24k,9g,16g,380s,9s,8,true,0.7,true,true,0.6
390,1200000,20,20,46m,66k,920,120ms,1,0.8999999999999999,38m,35k,70m,128k,12g,17g,60s,3s,6,true,0.6,false,false,0.6
391,1200000,15,15,109m,34k,720,600ms,4,0.7,36m,94k,72m,94k,10g,15g,380s,3s,2,true,0.6,false,true,0.9999999999999999
392,3100000,30,30,69m,48k,180,460ms,5,0.7999999999999999,54m,108k,40m,44k,9g,12g,60s,9s,2,true,0.7999999999999999,false,true,0.6
393,2466666,10,10,89m,91k,190,380ms,5,0.6,32m,49k,60m,120k,14g,16g,320s,2s,8,true,0.5,false,true,0.6
394,1200000,20,20,26m,56k,380,140ms,2,0.7999999999999999,40m,100k,104m,124k,8g,16g,40s,6s,8,true,0.8999999999999999,false,false,0.8999999999999999
395,3100000,10,10,85m,73k,330,350ms,4,0.7,38m,111k,106m,70k,12g,12g,300s,7s,1,true,0.9999999999999999,false,false,0.7
396,1200000,20,20,66m,42k,510,160ms,2,0.6,36m,119k,54m,106k,11g,13g,80s,2s,2,false,0.7,false,true,0.9999999999999999
397,1833333,20,20,113m,58k,900,330ms,3,0.5,64m,118k,104m,46k,9g,11g,80s,5s,5,false,0.6,true,false,0.8999999999999999
398,1200000,30,30,118m,83k,790,360ms,3,0.7,64m,115k,114m,84k,10g,11g,440s,6s,8,false,0.7,true,true,0.6
399,1200000,10,10,42m,125k,420,570ms,1,0.7999999999999999,48m,97k,128m,56k,9g,8g,300s,5s,4,true,0.8999999999999999,false,true,0.7999999999999999
400,3100000,15,15,99m,98k,900,460ms,4,0.8999999999999999,4m,62k,44m,54k,12g,14g,420s,8s,4,false,0.7999999999999999,true,false,0.7
401,3100000,30,30,44m,120k,240,200ms,5,0.8999999999999999,34m,84k,58m,42k,10g,13g,140s,2s,1,true,0.9999999999999999,false,true,0.5
402,3100000,15,15,113m,83k,160,160ms,5,0.9999999999999999,38m,47k,58m,92k,14g,15g,120s,10s,7,false,0.6,true,false,0.7999999999999999
403,1833333,20,20,87m,91k,250,690ms,2,0.7999999999999999,14m,25k,42m,42k,10g,8g,360s,6s,1,true,0.9999999999999999,false,false,0.6
404,2466666,30,30,96m,27k,920,260ms,4,0.7999999999999999,54m,79k,88m,54k,14g,16g,180s,3s,3,false,0.9999999999999999,false,true,0.6
405,1200000,20,20,46m,109k,120,600ms,4,0.7,18m,124k,48m,32k,12g,13g,500s,10s,8,true,0.5,true,false,0.8999999999999999
406,2466666,15,15,44m,83k,770,880ms,3,0.5,18m,74k,80m,98k,10g,18g,340s,10s,6,false,0.6,true,true,0.7999999999999999
407,1200000,15,15,27m,119k,100,940ms,2,0.7,56m,108k,124m,118k,14g,10g,200s,9s,3,false,0.9999999999999999,true,true,0.6
408,1833333,30,30,95m,122k,670,610ms,5,0.6,30m,41k,102m,54k,10g,9g,180s,10s,2,true,0.7999999999999999,true,true,0.6
409,3100000,30,30,104m,40k,560,840ms,4,0.7,32m,113k,62m,40k,10g,16g,380s,7s,5,true,0.8999999999999999,false,false,0.7
410,3100000,20,20,70m,107k,520,700ms,2,0.7999999999999999,36m,113k,24m,108k,11g,15g,220s,2s,4,true,0.5,true,true,0.6
411,3100000,20,20,124m,101k,870,500ms,4,0.9999999999999999,6m,122k,58m,78k,12g,15g,120s,6s,1,true,0.9999999999999999,false,true,0.9999999999999999
412,3100000,15,15,34m,77k,190,780ms,4,0.7999999999999999,24m,85k,88m,104k,8g,10g,340s,9s,4,true,0.6,true,true,0.9999999999999999
413,1833333,20,20,49m,30k,160,540ms,5,0.7,34m,34k,122m,94k,12g,14g,20s,4s,1,true,0.5,true,false,0.9999999999999999
414,3100000,30,30,109m,125k,140,740ms,1,0.5,56m,37k,80m,52k,9g,9g,420s,6s,5,false,0.7,true,true,0.7
415,1200000,15,15,69m,65k,540,750ms,2,0.6,64m,115k,90m,32k,9g,15g,220s,9s,6,false,0.8999999999999999,true,false,0.7999999999999999
416,2466666,15,15,100m,68k,700,990ms,1,0.7999999999999999,22m,68k,98m,104k,13g,12g,240s,9s,2,true,0.5,false,false,0.7
417,1833333,10,10,107m,76k,660,890ms,5,0.9999999999999999,56m,36k,84m,60k,12g,10g,340s,6s,4,false,0.9999999999999999,false,true,0.8999999999999999
418,1833333,30,30,82m,26k,160,950ms,4,0.9999999999999999,48m,51k,38m,88k,11g,14g,40s,3s,5,false,0.5,true,true,0.8999999999999999
419,3100000,20,20,60m,110k,910,270ms,3,0.7999999999999999,16m,122k,24m,88k,10g,17g,40s,10s,5,false,0.9999999999999999,true,false,0.6
420,1833333,20,20,61m,111k,840,550ms,1,0.7999999999999999,54m,30k,100m,128k,11g,12g,380s,1s,4,true,0.5,false,false,0.9999999999999999
421,1200000,10,10,115m,42k,550,960ms,5,0.5,28m,76k,66m,42k,13g,13g,80s,1s,8,true,0.8999999999999999,true,false,0.9999999999999999
422,2466666,10,10,52m,26k,930,750ms,5,0.5,52m,45k,118m,108k,9g,12g,180s,1s,1,false,0.7,true,true,0.9999999999999999
423,1833333,30,30,46m,58k,810,600ms,3,0.6,34m,75k,104m,58k,10g,13g,400s,5s,3,true,0.9999999999999999,false,true,0.9999999999999999
424,2466666,10,10,79m,83k,350,420ms,5,0.7999999999999999,54m,88k,128m,122k,10g,11g,140s,10s,7,false,0.8999999999999999,true,false,0.8999999999999999
425,2466666,20,20,32m,47k,760,430ms,1,0.7999999999999999,40m,61k,104m,50k,11g,18g,460s,3s,3,false,0.5,false,true,0.7
426,2466666,20,20,43m,125k,880,810ms,1,0.5,28m,80k,48m,118k,8g,11g,400s,8s,1,false,0.8999999999999999,false,false,0.7
427,1833333,15,15,85m,69k,610,750ms,2,0.6,26m,112k,68m,58k,9g,18g,180s,4s,8,true,0.5,true,true,0.9999999999999999
428,1833333,10,10,86m,85k,840,500ms,1,0.8999999999999999,28m,84k,42m,102k,9g,9g,480s,6s,5,true,0.8999999999999999,true,false,0.7
429,3100000,30,30,60m,44k,570,160ms,3,0.7999999999999999,36m,40k,128m,70k,13g,18g,240s,9s,6,false,0.7,true,true,0.5
430,1200000,10,10,103m,62k,970,340ms,4,0.5,64m,25k,58m,28k,11g,15g,340s,2s,5,true,0.5,false,false,0.6
431,3100000,30,30,111m,34k,920,780ms,3,0.7,48m,68k,44m,56k,10g,15g,140s,1s,1,true,0.7999999999999999,true,false,0.7
432,1200000,15,15,46m,110k,490,310ms,5,0.7,46m,78k,54m,94k,9g,9g,360s,3s,2,false,0.8999999999999999,false,false,0.6
433,2466666,15,15,90m,83k,450,560ms,3,0.9999999999999999,56m,81k,80m,52k,11g,16g,320s,4s,5,true,0.7999999999999999,false,true,0.9999999999999999
434,3100000,15,15,127m,80k,430,850ms,3,0.5,8m,112k,24m,102k,12g,11g,500s,7s,8,false,0.8999999999999999,true,false,0.6
435,2466666,20,20,98m,123k,980,450ms,1,0.7999999999999999,34m,31k,74m,122k,14g,15g,260s,1s,1,true,0.9999999999999999,true,true,0.7999999999999999
436,2466666,20,20,100m,70k,250,740ms,4,0.5,4m,53k,90m,84k,13g,15g,500s,3s,8,false,0.9999999999999999,true,false,0.5
437,1833333,30,30,89m,63k,780,980ms,3,0.5,24m,54k,124m,66k,10g,9g,340s,4s,2,true,0.7,true,false,0.6
438,1833333,15,15,128m,52k,500,400ms,1,0.5,6m,51k,114m,120k,11g,11g,360s,9s,8,false,0.9999999999999999,false,true,0.7999999999999999
439,3100000,30,30,42m,44k,880,650ms,5,0.6,28m,47k,24m,82k,13g,10g,320s,1s,5,true,0.9999999999999999,true,true,0.5
440,1200000,15,15,109m,126k,740,600ms,5,0.6,18m,103k,126m,60k,11g,10g,500s,9s,4,false,0.8999999999999999,false,false,0.8999999999999999
441,3100000,20,20,113m,76k,660,210ms,3,0.7999999999999999,28m,29k,52m,120k,8g,12g,400s,8s,5,true,0.8999999999999999,false,false,0.6
442,1833333,30,30,24m,71k,390,990ms,1,0.5,30m,94k,76m,38k,8g,16g,300s,8s,5,true,0.6,true,true,0.7999999999999999
443,2466666,30,30,24m,128k,940,780ms,2,0.8999999999999999,46m,113k,56m,40k,10g,17g,220s,7s,4,false,0.5,true,false,0.8999999999999999
444,1833333,30,30,78m,53k,850,540ms,1,0.5,38m,67k,34m,88k,10g,16g,280s,1s,7,true,0.5,false,false,0.9999999999999999
445,1833333,15,15,38m,65k,930,610ms,1,0.7,58m,106k,96m,90k,8g,15g,340s,10s,8,true,0.7999999999999999,true,false,0.7
446,2466666,15,15,112m,41k,780,610ms,3,0.6,4m,105k,56m,28k,12g,17g,140s,5s,8,true,0.7999999999999999,true,true,0.7
447,1200000,15,15,48m,116k,520,990ms,4,0.9999999999999999,6m,40k,24m,40k,13g,18g,440s,6s,2,true,0.9999999999999999,false,false,0.9999999999999999
448,1200000,10,10,95m,95k,630,820ms,4,0.7,42m,106k,124m,86k,8g,11g,120s,1s,4,true,0.5,true,false,0.6
449,2466666,20,20,82m,101k,590,780ms,1,0.5,12m,109k,112m,88k,9g,9g,40s,7s,6,false,0.8999999999999999,false,false,0.8999999999999999
450,1833333,10,10,70m,107k,860,150ms,1,0.7,56m,81k,80m,118k,13g,18g,440s,7s,4,false,0.7,false,false,0.7999999999999999
451,1200000,30,30,40m,74k,290,560ms,3,0.8999999999999999,62m,41k,128m,54k,12g,14g,200s,9s,5,false,0.5,true,false,0.7
452,2466666,15,15,111m,119k,470,390ms,4,0.6,32m,105k,104m,46k,14g,12g,120s,4s,2,true,0.7,true,false,0.7999999999999999
453,2466666,20,20,32m,72k,310,640ms,4,0.9999999999999999,56m,25k,46m,96k,13g,13g,440s,6s,4,false,0.6,false,false,0.9999999999999999
454,3100000,30,30,32m,67k,220,820ms,1,0.5,50m,99k,94m,66k,10g,15g,260s,10s,4,false,0.8999999999999999,false,false,0.5
455,1833333,30,30,93m,111k,850,130ms,5,0.9999999999999999,8m,55k,110m,86k,14g,8g,340s,9s,5,false,0.7,true,false,0.6
456,1833333,20,20,34m,91k,280,180ms,2,0.8999999999999999,18m,113k,50m,84k,14g,10g,40s,8s,7,false,0.7999999999999999,false,true,0.9999999999999999
457,1833333,30,30,69m,73k,370,980ms,5,0.8999999999999999,54m,27k,116m,50k,12g,18g,400s,8s,5,true,0.9999999999999999,false,false,0.7999999999999999
458,1833333,20,20,71m,46k,950,360ms,5,0.8999999999999999,64m,125k,84m,78k,13g,9g,340s,2s,1,true,0.7999999999999999,false,false,0.6
459,1833333,30,30,112m,82k,360,160ms,1,0.7999999999999999,16m,114k,34m,84k,11g,10g,60s,10s,3,true,0.6,false,false,0.8999999999999999
460,1833333,20,20,81m,128k,360,210ms,2,0.6,26m,85k,62m,112k,11g,16g,240s,8s,1,false,0.9999999999999999,true,true,0.7999999999999999
461,1200000,30,30,34m,81k,660,630ms,4,0.6,62m,124k,42m,90k,14g,9g,400s,1s,2,false,0.7,false,true,0.6
462,2466666,10,10,111m,26k,880,720ms,1,0.7,52m,68k,40m,126k,10g,11g,160s,8s,1,false,0.7,false,false,0.6
463,1200000,30,30,91m,76k,870,850ms,4,0.7,44m,125k,78m,40k,9g,12g,100s,4s,7,true,0.9999999999999999,true,false,0.7
464,2466666,15,15,103m,98k,670,200ms,5,0.8999999999999999,52m,65k,108m,112k,10g,11g,240s,4s,3,true,0.8999999999999999,false,false,0.9999999999999999
465,1833333,10,10,85m,117k,580,590ms,4,0.6,40m,36k,38m,94k,14g,8g,500s,10s,2,false,0.6,true,false,0.5
466,3100000,30,30,110m,104k,430,870ms,5,0.9999999999999999,54m,121k,114m,42k,8g,14g,280s,6s,6,false,0.7999999999999999,false,true,0.8999999999999999
467,3100000,10,10,34m,31k,160,560ms,5,0.7999999999999999,10m,82k,66m,60k,14g,11g,60s,7s,4,false,0.6,false,false,0.7
468,2466666,30,30,126m,75k,550,210ms,1,0.5,58m,127k,24m,74k,8g,8g,100s,9s,7,false,0.7,false,true,0.5
469,2466666,30,30,126m,48k,350,490ms,5,0.9999999999999999,58m,119k,68m,30k,13g,12g,200s,10s,5,false,0.9999999999999999,true,true,0.7999999999999999
470,2466666,15,15,76m,71k,990,670ms,4,0.8999999999999999,16m,99k,44m,36k,14g,16g,60s,3s,7,true,0.6,false,false,0.7999999999999999
471,2466666,10,10,91m,58k,510,390ms,4,0.7999999999999999,10m,93k,54m,104k,9g,14g,380s,5s,8,true,0.6,true,true,0.8999999999999999
472,1200000,10,10,103m,111k,640,790ms,2,0.5,12m,109k,92m,58k,8g,11g,360s,9s,3,true,0.7999999999999999,false,true,0.6
473,2466666,20,20,96m,67k,190,850ms,5,0.7999999999999999,18m,103k,112m,32k,9g,13g,220s,6s,7,false,0.6,true,false,0.8999999999999999
474,3100000,20,20,49m,126k,240,1000ms,4,0.6,24m,31k,94m,98k,14g,8g,280s,3s,5,false,0.5,false,false,0.7
475,3100000,20,20,93m,31k,430,810ms,5,0.7,30m,43k,74m,104k,12g,13g,380s,5s,4,false,0.5,true,false,0.7
476,3100000,10,10,107m,51k,540,760ms,1,0.5,48m,70k,66m,84k,9g,18g,280s,3s,5,true,0.5,true,false,0.7
477,3100000,10,10,105m,94k,140,630ms,5,0.9999999999999999,48m,49k,40m,124k,10g,16g,140s,3s,1,true,0.7,true,true,0.7999999999999999
478,1200000,20,20,127m,118k,840,980ms,3,0.6,14m,88k,64m,78k,10g,11g,360s,10s,1,false,0.7999999999999999,false,true,0.5
479,3100000,10,10,91m,122k,510,100ms,2,0.9999999999999999,18m,105k,92m,50k,8g,10g,120s,6s,5,false,0.7,false,false,0.8999999999999999
480,2466666,20,20,85m,105k,760,1000ms,3,0.7,14m,52k,48m,126k,14g,12g,240s,8s,2,false,0.8999999999999999,true,true,0.7
481,2466666,30,30,91m,100k,500,430ms,4,0.5,50m,126k,24m,24k,8g,8g,20s,2s,7,true,0.5,false,true,0.5
482,2466666,15,15,58m,25k,930,460ms,3,0.7999999999999999,26m,82k,28m,104k,11g,18g,60s,1s,4,false,0.5,false,false,0.7999999999999999
483,1833333,30,30,67m,85k,140,640ms,4,0.7,32m,83k,52m,46k,12g,11g,480s,7s,1,false,0.7,true,false,0.7
484,1833333,15,15,115m,36k,970,680ms,4,0.5,10m,88k,44m,70k,8g,16g,400s,3s,7,true,0.9999999999999999,false,false,0.5
485,1200000,20,20,55m,116k,280,350ms,5,0.6,42m,25k,126m,86k,14g,16g,200s,2s,8,false,0.9999999999999999,false,false,0.7
486,1200000,30,30,82m,106k,590,380ms,5,0.9999999999999999,64m,49k,58m,54k,12g,16g,80s,9s,4,false,0.7,false,false,0.7
487,1200000,30,30,71m,108k,300,590ms,1,0.8999999999999999,24m,30k,32m,112k,13g,13g,480s,9s,4,false,0.5,true,true,0.6
488,3100000,20,20,68m,26k,550,190ms,2,0.7999999999999999,14m,92k,84m,128k,8g,18g,40s,10s,6,false,0.6,true,true,0.7999999999999999
489,1200000,15,15,108m,106k,150,940ms,4,0.5,34m,47k,126m,66k,8g,12g,280s,2s,6,false,0.7,false,false,0.7999999999999999
490,1833333,30,30,71m,106k,800,530ms,1,0.6,40m,37k,118m,90k,14g,12g,180s,5s,3,false,0.9999999999999999,false,true,0.6
491,1200000,20,20,114m,88k,870,350ms,1,0.8999999999999999,46m,120k,46m,24k,10g,15g,240s,10s,7,false,0.8999999999999999,true,false,0.5
492,3100000,20,20,58m,27k,550,110ms,1,0.6,52m,32k,72m,44k,13g,11g,200s,5s,7,true,0.8999999999999999,false,false,0.6
493,3100000,20,20,52m,122k,740,170ms,5,0.7999999999999999,4m,123k,58m,100k,12g,11g,180s,1s,5,true,0.9999999999999999,false,false,0.6
494,3100000,15,15,60m,42k,400,300ms,4,0.8999999999999999,16m,62k,114m,90k,10g,18g,380s,10s,6,true,0.9999999999999999,false,false,0.8999999999999999
495,2466666,20,20,34m,101k,680,510ms,5,0.6,12m,104k,66m,70k,14g,18g,400s,1s,4,false,0.9999999999999999,false,true,0.8999999999999999
496,2466666,15,15,99m,50k,300,600ms,1,0.9999999999999999,4m,27k,92m,102k,8g,13g,60s,5s,6,true,0.8999999999999999,false,false,0.7
497,3100000,30,30,91m,85k,130,390ms,3,0.7999999999999999,20m,57k,24m,110k,13g,8g,200s,4s,5,false,0.6,false,true,0.9999999999999999
498,2466666,30,30,52m,83k,190,260ms,3,0.7,46m,108k,126m,86k,14g,16g,320s,8s,4,false,0.7999999999999999,true,false,0.9999999999999999
499,1200000,10,10,77m,67k,430,440ms,3,0.5,14m,75k,62m,106k,9g,8g,380s,9s,7,false,0.7,true,true,0.8999999999999999
500,1833333,15,15,47m,109k,440,110ms,5,0.6,48m,31k,68m,90k,8g,11g,280s,10s,8,false,0.7999999999999999,true,true,0.6
501,1200000,10,10,50m,81k,810,730ms,4,0.7999999999999999,26m,53k,124m,116k,8g,13g,180s,6s,8,true,0.9999999999999999,true,false,0.9999999999999999
502,3100000,15,15,33m,51k,320,630ms,4,0.6,16m,51k,82m,128k,11g,18g,500s,5s,2,true,0.6,false,true,0.6
503,1833333,30,30,97m,50k,400,180ms,3,0.6,14m,88k,98m,118k,12g,15g,100s,4s,5,true,0.5,false,false,0.6
504,1200000,20,20,44m,74k,340,210ms,4,0.7999999999999999,32m,45k,94m,122k,14g,18g,360s,6s,7,false,0.8999999999999999,false,false,0.7999999999999999
505,3100000,30,30,46m,85k,730,280ms,5,0.7999999999999999,6m,106k,124m,80k,9g,17g,100s,7s,7,false,0.6,false,true,0.7
506,2466666,10,10,78m,24k,900,610ms,5,0.5,8m,49k,44m,58k,14g,13g,440s,6s,2,false,0.6,true,false,0.6
507,3100000,30,30,106m,113k,210,210ms,4,0.7999999999999999,48m,106k,92m,36k,12g,9g,120s,1s,4,true,0.7999999999999999,true,true,0.5
508,3100000,20,20,73m,121k,510,370ms,3,0.6,38m,30k,78m,58k,11g,15g,500s,5s,4,true,0.8999999999999999,true,false,0.9999999999999999
509,3100000,20,20,67m,56k,890,970ms,2,0.7999999999999999,4m,54k,38m,118k,10g,8g,220s,7s,2,true,0.7,true,false,0.7
510,2466666,15,15,47m,60k,600,420ms,1,0.6,32m,111k,110m,102k,8g,10g,280s,5s,8,true,0.9999999999999999,false,false,0.8999999999999999
511,1200000,15,15,54m,107k,790,380ms,1,0.6,58m,123k,96m,54k,11g,17g,240s,2s,7,false,0.7999999999999999,false,true,0.9999999999999999
512,1200000,20,20,96m,84k,940,680ms,2,0.5,42m,32k,40m,62k,13g,8g,100s,6s,3,false,0.5,true,false,0.6
513,2466666,10,10,62m,75k,110,960ms,5,0.5,46m,105k,62m,128k,12g,12g,300s,10s,6,false,0.7,false,false,0.6
514,1200000,10,10,114m,128k,650,740ms,5,0.7999999999999999,20m,45k,48m,56k,13g,8g,100s,7s,5,true,0.6,true,false,0.7999999999999999
515,1833333,30,30,105m,94k,280,580ms,2,0.6,64m,30k,28m,46k,11g,9g,240s,1s,2,true,0.9999999999999999,true,false,0.7999999999999999
516,3100000,20,20,115m,101k,560,750ms,2,0.6,36m,80k,42m,98k,14g,12g,360s,1s,7,true,0.9999999999999999,false,true,0.7999999999999999
517,1833333,30,30,59m,35k,1000,530ms,2,0.6,40m,51k,58m,84k,14g,11g,160s,9s,6,false,0.5,false,true,0.8999999999999999
518,3100000,10,10,78m,67k,400,990ms,5,0.7,60m,91k,66m,24k,8g,17g,480s,5s,3,false,0.7,false,false,0.9999999999999999
519,1833333,15,15,94m,120k,960,450ms,2,0.5,4m,67k,34m,42k,13g,11g,260s,4s,6,false,0.7999999999999999,false,false,0.7
520,2466666,10,10,77m,25k,910,530ms,3,0.6,8m,125k,46m,40k,13g,14g,80s,8s,8,false,0.7999999999999999,false,false,0.9999999999999999
521,3100000,15,15,48m,126k,170,560ms,5,0.9999999999999999,32m,53k,52m,28k,12g,15g,340s,9s,3,true,0.7999999999999999,true,false,0.7999999999999999
522,3100000,10,10,127m,24k,790,420ms,1,0.6,32m,121k,76m,118k,9g,10g,380s,1s,5,true,0.9999999999999999,true,true,0.9999999999999999
523,2466666,30,30,114m,113k,640,630ms,1,0.9999999999999999,56m,125k,50m,90k,12g,18g,260s,5s,7,false,0.8999999999999999,true,false,0.5
524,1200000,30,30,110m,86k,130,160ms,1,0.6,56m,126k,68m,68k,12g,16g,340s,4s,5,true,0.6,false,true,0.9999999999999999
525,2466666,15,15,35m,54k,710,480ms,1,0.5,34m,31k,86m,120k,12g,8g,100s,1s,5,true,0.6,false,true,0.9999999999999999
526,2466666,15,15,51m,45k,880,460ms,4,0.6,54m,86k,112m,118k,12g,15g,360s,8s,3,false,0.6,true,false,0.7
527,1200000,30,30,106m,76k,830,950ms,4,0.7999999999999999,40m,59k,120m,98k,9g,15g,40s,8s,7,false,0.9999999999999999,false,false,0.9999999999999999
528,3100000,20,20,121m,116k,240,690ms,3,0.7,44m,83k,90m,114k,10g,17g,240s,4s,7,true,0.7,false,true,0.9999999999999999
529,1833333,15,15,38m,63k,700,150ms,1,0.7,54m,81k,26m,118k,14g,15g,420s,9s,2,true,0.8999999999999999,false,false,0.8999999999999999
530,1833333,10,10,54m,81k,410,290ms,5,0.8999999999999999,30m,67k,96m,88k,13g,9g,80s,5s,7,true,0.5,true,true,0.7
531,1200000,15,15,96m,93k,240,340ms,5,0.7,64m,93k,104m,28k,14g,15g,300s,9s,6,true,0.5,false,false,0.6
532,1833333,20,20,68m,62k,210,860ms,1,0.7999999999999999,10m,95k,106m,128k,8g,9g,60s,10s,5,false,0.5,true,true,0.9999999999999999
533,1200000,15,15,106m,62k,200,650ms,5,0.7,16m,28k,72m,106k,8g,15g,300s,7s,8,true,0.7999999999999999,true,true,0.7
534,1200000,10,10,105m,63k,800,820ms,1,0.8999999999999999,18m,25k,120m,50k,12g,16g,260s,9s,8,false,0.8999999999999999,false,true,0.8999999999999999
535,2466666,20,20,93m,109k,780,500ms,1,0.9999999999999999,14m,66k,106m,24k,12g,8g,120s,10s,4,true,0.7,true,false,0.5
536,2466666,10,10,92m,80k,470,900ms,1,0.9999999999999999,36m,100k,94m,38k,10g,14g,380s,10s,6,true,0.5,true,true,0.7999999999999999
537,1200000,30,30,118m,47k,400,430ms,5,0.8999999999999999,24m,122k,68m,120k,11g,13g,240s,10s,3,true,0.5,true,true,0.6
538,1833333,10,10,93m,107k,190,570ms,5,0.8999999999999999,34m,98k,48m,122k,14g,18g,360s,1s,4,false,0.8999999999999999,false,true,0.7
539,3100000,15,15,44m,62k,830,340ms,2,0.6,26m,55k,54m,52k,11g,9g,40s,2s,6,false,0.7999999999999999,true,true,0.6
540,3100000,30,30,116m,125k,980,930ms,1,0.7999999999999999,10m,79k,70m,110k,8g,8g,120s,9s,5,true,0.8999999999999999,false,false,0.8999999999999999
541,3100000,10,10,91m,90k,540,190ms,3,0.8999999999999999,22m,42k,34m,94k,10g,8g,240s,8s,3,true,0.8999999999999999,false,true,0.6
542,1833333,30,30,93m,58k,370,520ms,2,0.7,24m,51k,88m,72k,12g,16g,160s,4s,3,true,0.8999999999999999,false,false,0.8999999999999999
543,2466666,20,20,85m,91k,700,520ms,4,0.8999999999999999,50m,48k,126m,78k,9g,17g,340s,10s,7,true,0.7999999999999999,true,false,0.7
544,3100000,30,30,77m,86k,720,950ms,3,0.7999999999999999,22m,35k,64m,98k,10g,12g,420s,9s,7,true,0.7999999999999999,false,false,0.8999999999999999
545,2466666,30,30,55m,49k,700,550ms,4,0.7,36m,58k,76m,126k,12g,18g,60s,7s,5,true,0.6,false,true,0.8999999999999999
546,1200000,30,30,52m,44k,950,830ms,3,0.6,34m,33k,74m,40k,9g,8g,420s,6s,3,false,0.5,true,false,0.8999999999999999
547,3100000,10,10,59m,48k,560,240ms,4,0.5,56m,113k,62m,62k,14g,17g,480s,3s,5,false,0.7999999999999999,false,true,0.8999999999999999
548,1833333,20,20,28m,36k,320,330ms,3,0.9999999999999999,56m,62k,114m,46k,11g,14g,340s,4s,3,true,0.5,false,true,0.9999999999999999
549,1833333,10,10,94m,126k,600,930ms,1,0.8999999999999999,26m,80k,42m,44k,13g,18g,300s,4s,5,true,0.8999999999999999,true,false,0.8999999999999999
550,1833333,30,30,42m,81k,930,910ms,5,0.9999999999999999,36m,65k,78m,38k,8g,12g,460s,1s,2,true,0.8999999999999999,true,true,0.7
551,3100000,20,20,98m,77k,810,610ms,1,0.8999999999999999,26m,63k,66m,38k,14g,16g,400s,6s,5,false,0.7999999999999999,true,false,0.5
552,2466666,20,20,83m,63k,130,850ms,5,0.7,12m,120k,62m,50k,11g,16g,20s,6s,6,false,0.9999999999999999,true,true,0.7
553,2466666,10,10,38m,64k,490,330ms,1,0.6,12m,65k,90m,26k,8g,15g,300s,10s,6,true,0.8999999999999999,true,true,0.7
554,3100000,20,20,97m,33k,970,180ms,2,0.5,52m,84k,26m,30k,14g,13g,380s,9s,8,true,0.9999999999999999,false,true,0.8999999999999999
555,2466666,20,20,101m,77k,840,370ms,4,0.9999999999999999,60m,124k,122m,68k,11g,13g,340s,9s,4,true,0.7,true,false,0.5
556,1833333,30,30,60m,102k,230,430ms,4,0.5,18m,93k,72m,54k,10g,16g,160s,2s,3,true,0.7999999999999999,true,false,0.5
557,1200000,20,20,113m,113k,250,670ms,1,0.6,6m,39k,28m,46k,9g,8g,200s,3s,7,false,0.8999999999999999,true,false,0.7999999999999999
558,1200000,30,30,42m,31k,910,140ms,5,0.7999999999999999,52m,95k,94m,124k,8g,14g,200s,8s,1,true,0.9999999999999999,true,false,0.7999999999999999
559,1833333,15,15,73m,48k,170,620ms,5,0.8999999999999999,16m,95k,100m,64k,9g,14g,180s,5s,2,false,0.7999999999999999,true,true,0.8999999999999999
560,2466666,20,20,53m,126k,750,210ms,3,0.8999999999999999,12m,29k,44m,42k,10g,13g,440s,3s,6,true,0.7999999999999999,false,true,0.7
561,1833333,20,20,120m,95k,240,480ms,3,0.7,10m,98k,50m,100k,12g,8g,400s,4s,6,false,0.9999999999999999,false,true,0.5
562,1833333,10,10,49m,116k,190,310ms,3,0.6,12m,61k,114m,42k,13g,17g,360s,1s,3,false,0.9999999999999999,true,true,0.9999999999999999
563,2466666,20,20,126m,30k,630,420ms,4,0.6,38m,114k,120m,100k,13g,16g,380s,7s,1,true,0.5,false,true,0.6
564,1200000,10,10,81m,32k,600,990ms,3,0.9999999999999999,58m,64k,104m,116k,9g,13g,360s,7s,8,false,0.7,true,true,0.5
565,2466666,15,15,108m,26k,800,460ms,1,0.5,20m,116k,52m,38k,11g,15g,60s,8s,1,false,0.7,true,false,0.6
