,cpufreq,uncore_min,uncore_max,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.memory,spark.executor.memory,spark.network.timeout,spark.locality.wait,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.shuffle.spill.compress,spark.broadcast.compress,spark.memory.storageFraction
479,1800000,20,20,87m,74k,750,300ms,5,0.9999999999999999,22m,40k,56m,102k,13g,12g,220s,2s,2,true,0.6,true,false,0.7
480,1800000,20,20,118m,118k,190,370ms,2,0.8999999999999999,12m,90k,70m,104k,10g,13g,260s,1s,4,false,0.5,false,true,0.8999999999999999
481,1200000,15,15,75m,96k,650,390ms,5,0.7999999999999999,34m,31k,62m,86k,12g,18g,140s,6s,7,true,0.7,false,false,0.5
482,1200000,20,20,114m,50k,430,590ms,5,0.8999999999999999,62m,45k,68m,124k,10g,13g,140s,7s,5,false,0.8999999999999999,false,true,0.9999999999999999
483,1200000,15,15,45m,104k,200,200ms,1,0.9999999999999999,28m,58k,54m,30k,8g,11g,320s,4s,7,true,0.5,false,false,0.8999999999999999
484,2400000,10,10,31m,89k,840,310ms,1,0.7999999999999999,42m,126k,54m,90k,9g,18g,40s,6s,1,true,0.7,true,false,0.8999999999999999
485,1200000,30,30,27m,48k,800,100ms,1,0.7999999999999999,58m,26k,92m,82k,9g,8g,180s,3s,5,true,0.5,false,true,0.8999999999999999
486,3000000,20,20,69m,90k,990,330ms,3,0.7,14m,89k,44m,66k,12g,11g,120s,6s,4,true,0.9999999999999999,true,false,0.8999999999999999
487,1200000,30,30,26m,73k,290,830ms,3,0.8999999999999999,28m,32k,50m,88k,13g,8g,380s,5s,4,true,0.7999999999999999,true,false,0.8999999999999999
488,2400000,30,30,124m,68k,830,590ms,4,0.6,56m,85k,120m,88k,14g,18g,480s,1s,7,true,0.5,false,true,0.7
489,1800000,30,30,31m,41k,300,1000ms,3,0.7,38m,50k,82m,98k,14g,8g,320s,1s,4,true,0.9999999999999999,true,false,0.7
490,1200000,30,30,106m,55k,780,490ms,3,0.6,14m,61k,80m,40k,10g,17g,380s,7s,1,true,0.7999999999999999,true,true,0.7
491,1800000,15,15,84m,66k,630,850ms,5,0.8999999999999999,44m,59k,82m,84k,11g,11g,440s,8s,7,true,0.6,false,false,0.7
492,1200000,30,30,90m,44k,750,870ms,1,0.8999999999999999,22m,128k,38m,40k,14g,12g,300s,3s,7,true,0.5,false,true,0.5
493,1800000,20,20,31m,47k,660,540ms,3,0.7999999999999999,42m,51k,96m,104k,9g,16g,100s,1s,1,true,0.5,false,true,0.5
494,1200000,15,15,78m,43k,820,320ms,4,0.7,34m,105k,86m,98k,9g,15g,420s,4s,5,true,0.7,false,false,0.9999999999999999
495,3000000,10,10,103m,100k,250,290ms,3,0.6,10m,127k,28m,124k,14g,14g,340s,10s,5,false,0.9999999999999999,false,true,0.6
496,1800000,10,10,66m,49k,820,340ms,5,0.6,48m,102k,34m,82k,10g,10g,320s,9s,7,true,0.7999999999999999,true,false,0.9999999999999999
497,1800000,15,15,77m,37k,330,690ms,5,0.7,60m,32k,82m,34k,12g,13g,60s,2s,7,true,0.7999999999999999,true,false,0.5
498,2400000,15,15,45m,88k,320,840ms,5,0.5,32m,43k,74m,82k,12g,11g,40s,2s,6,false,0.6,true,false,0.9999999999999999
499,3000000,10,10,110m,118k,470,380ms,2,0.9999999999999999,20m,39k,34m,112k,11g,16g,100s,6s,4,false,0.7,true,false,0.7999999999999999
500,3000000,10,10,42m,45k,1000,480ms,4,0.7999999999999999,50m,128k,52m,104k,8g,18g,420s,6s,8,true,0.7999999999999999,true,false,0.5
501,1800000,15,15,120m,35k,970,200ms,4,0.7999999999999999,26m,105k,90m,34k,12g,9g,60s,9s,1,false,0.8999999999999999,true,true,0.8999999999999999
502,1200000,15,15,125m,96k,520,540ms,3,0.7999999999999999,34m,43k,92m,36k,12g,16g,60s,10s,4,false,0.9999999999999999,true,false,0.6
503,1200000,20,20,44m,55k,660,830ms,2,0.5,34m,69k,70m,72k,10g,13g,140s,1s,2,false,0.5,false,true,0.8999999999999999
504,1800000,15,15,34m,105k,280,110ms,4,0.5,6m,79k,46m,90k,12g,13g,140s,3s,2,true,0.8999999999999999,false,false,0.8999999999999999
505,2400000,15,15,40m,77k,690,410ms,5,0.9999999999999999,60m,122k,32m,100k,8g,17g,200s,6s,2,true,0.6,false,true,0.9999999999999999
506,1800000,10,10,40m,90k,990,710ms,5,0.7999999999999999,12m,27k,108m,46k,11g,10g,360s,8s,3,true,0.7999999999999999,true,false,0.7999999999999999
507,1200000,10,10,24m,65k,420,870ms,4,0.5,36m,88k,28m,42k,8g,9g,380s,4s,4,false,0.8999999999999999,true,false,0.7
508,1200000,30,30,80m,31k,760,960ms,2,0.7999999999999999,62m,107k,66m,94k,14g,16g,80s,3s,4,false,0.6,true,false,0.8999999999999999
509,1200000,10,10,85m,34k,870,860ms,2,0.9999999999999999,34m,52k,34m,96k,13g,8g,100s,9s,1,true,0.8999999999999999,true,false,0.9999999999999999
510,1800000,10,10,104m,44k,180,170ms,2,0.7,46m,80k,118m,104k,14g,18g,440s,3s,3,false,0.6,true,false,0.7999999999999999
511,1800000,15,15,48m,114k,580,930ms,3,0.9999999999999999,8m,104k,104m,106k,14g,14g,400s,7s,6,true,0.6,true,false,0.7
512,1800000,15,15,123m,28k,520,570ms,1,0.9999999999999999,18m,67k,84m,72k,11g,18g,340s,5s,1,true,0.5,false,true,0.6
513,1200000,30,30,36m,78k,630,930ms,2,0.6,26m,59k,64m,58k,11g,16g,300s,10s,6,false,0.7,true,true,0.8999999999999999
514,2400000,15,15,29m,97k,780,260ms,4,0.7999999999999999,30m,42k,72m,62k,8g,13g,380s,8s,1,false,0.7,false,true,0.9999999999999999
515,3000000,20,20,37m,107k,290,150ms,2,0.6,56m,109k,88m,72k,8g,15g,20s,5s,8,true,0.6,false,true,0.5
516,1200000,20,20,44m,41k,410,590ms,1,0.8999999999999999,34m,118k,84m,96k,11g,10g,140s,5s,3,true,0.8999999999999999,true,false,0.7
517,3000000,15,15,124m,40k,560,570ms,4,0.8999999999999999,12m,54k,30m,54k,12g,17g,260s,5s,8,true,0.6,true,false,0.9999999999999999
518,2400000,20,20,119m,55k,170,280ms,1,0.9999999999999999,32m,82k,86m,60k,13g,18g,320s,5s,2,true,0.9999999999999999,false,false,0.6
519,2400000,20,20,51m,87k,420,960ms,2,0.6,50m,113k,64m,56k,13g,13g,180s,2s,8,false,0.7999999999999999,true,false,0.5
520,1200000,10,10,118m,80k,780,840ms,1,0.6,14m,52k,86m,104k,13g,14g,380s,10s,8,true,0.9999999999999999,false,false,0.7
521,3000000,30,30,64m,76k,820,480ms,5,0.7999999999999999,56m,80k,72m,52k,13g,13g,120s,1s,7,false,0.7999999999999999,true,false,0.6
522,2400000,20,20,114m,24k,880,700ms,4,0.9999999999999999,50m,24k,24m,24k,14g,12g,380s,5s,3,false,0.9999999999999999,false,false,0.7999999999999999
523,2400000,15,15,44m,85k,450,820ms,3,0.7,24m,123k,50m,124k,10g,9g,200s,5s,7,true,0.5,false,true,0.8999999999999999
524,1800000,30,30,101m,48k,150,220ms,4,0.9999999999999999,40m,65k,120m,104k,9g,15g,340s,7s,8,true,0.7,false,true,0.6
525,1200000,20,20,62m,108k,580,310ms,2,0.7999999999999999,44m,123k,110m,110k,14g,15g,260s,9s,2,true,0.8999999999999999,false,false,0.7999999999999999
526,1800000,15,15,124m,27k,110,500ms,1,0.6,8m,98k,98m,70k,12g,15g,80s,7s,5,false,0.8999999999999999,true,true,0.5
527,1200000,10,10,70m,96k,740,110ms,2,0.5,18m,38k,56m,100k,12g,13g,160s,10s,2,true,0.8999999999999999,true,false,0.7999999999999999
528,2400000,10,10,90m,58k,850,930ms,2,0.7,44m,121k,54m,76k,12g,18g,80s,6s,2,true,0.5,true,false,0.8999999999999999
529,3000000,10,10,53m,115k,270,310ms,5,0.6,46m,51k,30m,92k,11g,8g,200s,9s,3,true,0.8999999999999999,false,false,0.8999999999999999
530,2400000,20,20,38m,115k,980,610ms,2,0.5,12m,126k,116m,48k,12g,17g,140s,1s,3,false,0.8999999999999999,true,true,0.5
531,1200000,15,15,58m,38k,780,500ms,2,0.7,60m,70k,92m,44k,14g,9g,500s,2s,8,false,0.8999999999999999,false,true,0.5
532,1800000,20,20,46m,78k,500,620ms,3,0.7,16m,24k,64m,28k,11g,10g,340s,7s,6,false,0.6,true,false,0.7999999999999999
533,2400000,15,15,105m,128k,930,150ms,1,0.7999999999999999,54m,91k,118m,62k,12g,9g,60s,6s,2,false,0.6,true,false,0.7
534,1200000,20,20,73m,48k,360,760ms,5,0.7,54m,110k,116m,42k,13g,10g,500s,8s,2,true,0.7999999999999999,true,true,0.6
535,1200000,10,10,117m,41k,700,820ms,5,0.7999999999999999,60m,80k,124m,62k,10g,8g,300s,4s,5,true,0.7999999999999999,false,false,0.5
536,1800000,10,10,49m,118k,590,720ms,4,0.5,20m,41k,64m,46k,13g,15g,280s,8s,4,true,0.7,true,false,0.7999999999999999
537,2400000,15,15,71m,56k,830,160ms,3,0.8999999999999999,8m,104k,58m,56k,13g,8g,360s,1s,1,true,0.5,false,false,0.5
538,1200000,30,30,116m,34k,170,260ms,1,0.7,24m,62k,70m,34k,11g,13g,340s,4s,8,false,0.7,true,true,0.9999999999999999
539,2400000,15,15,76m,97k,550,270ms,4,0.7,50m,52k,84m,106k,9g,14g,380s,10s,7,true,0.7999999999999999,false,true,0.7999999999999999
540,1200000,15,15,113m,109k,840,130ms,5,0.5,12m,56k,76m,90k,10g,17g,360s,9s,8,true,0.7999999999999999,true,true,0.7999999999999999
541,2400000,15,15,38m,72k,390,620ms,1,0.9999999999999999,64m,128k,116m,102k,9g,10g,100s,9s,1,true,0.6,true,false,0.8999999999999999
542,1200000,15,15,51m,49k,710,290ms,5,0.9999999999999999,6m,118k,40m,114k,8g,10g,40s,2s,6,true,0.9999999999999999,false,true,0.6
543,1200000,15,15,68m,85k,230,650ms,1,0.9999999999999999,6m,119k,92m,38k,10g,15g,420s,6s,4,true,0.6,false,true,0.9999999999999999
544,1200000,15,15,69m,82k,340,350ms,5,0.6,18m,109k,50m,76k,11g,17g,60s,9s,8,true,0.7,false,true,0.6
545,2400000,20,20,58m,71k,440,560ms,2,0.9999999999999999,8m,49k,102m,122k,9g,18g,180s,1s,6,true,0.5,false,false,0.9999999999999999
546,1800000,10,10,82m,115k,930,950ms,4,0.7,32m,70k,90m,58k,10g,14g,500s,10s,2,true,0.8999999999999999,true,true,0.8999999999999999
547,3000000,15,15,59m,41k,850,300ms,1,0.7,54m,62k,102m,56k,14g,12g,260s,4s,3,true,0.8999999999999999,false,false,0.9999999999999999
548,1800000,10,10,110m,48k,460,340ms,3,0.8999999999999999,56m,123k,74m,80k,9g,13g,160s,2s,6,true,0.6,true,true,0.7
549,3000000,15,15,121m,77k,600,560ms,4,0.8999999999999999,48m,69k,88m,112k,8g,10g,200s,5s,4,false,0.5,false,false,0.7
550,3000000,15,15,123m,99k,820,490ms,2,0.7,40m,28k,122m,40k,8g,15g,460s,1s,8,true,0.7999999999999999,true,false,0.8999999999999999
551,3000000,30,30,34m,53k,380,400ms,1,0.5,30m,63k,90m,58k,14g,13g,20s,1s,2,true,0.9999999999999999,true,true,0.8999999999999999
552,1200000,10,10,89m,68k,320,470ms,3,0.9999999999999999,12m,41k,68m,32k,11g,17g,60s,4s,1,true,0.9999999999999999,true,false,0.7
553,1800000,10,10,89m,48k,460,280ms,4,0.5,26m,52k,86m,84k,13g,8g,420s,5s,6,false,0.7,false,true,0.8999999999999999
554,1800000,15,15,89m,43k,870,260ms,2,0.7999999999999999,36m,97k,48m,106k,14g,14g,300s,5s,5,true,0.7999999999999999,false,false,0.7999999999999999
555,3000000,20,20,61m,59k,800,480ms,1,0.9999999999999999,40m,112k,70m,32k,9g,12g,420s,1s,3,true,0.7,true,false,0.6
556,1200000,30,30,44m,77k,310,160ms,5,0.8999999999999999,12m,30k,98m,88k,13g,12g,40s,7s,2,true,0.6,false,true,0.5
557,3000000,10,10,37m,89k,920,770ms,4,0.8999999999999999,56m,76k,108m,124k,10g,10g,80s,6s,4,true,0.8999999999999999,true,true,0.6
558,1200000,15,15,43m,102k,430,520ms,3,0.7999999999999999,18m,91k,128m,84k,14g,10g,100s,10s,5,true,0.8999999999999999,false,true,0.6
559,3000000,20,20,84m,94k,620,920ms,3,0.8999999999999999,12m,35k,94m,60k,12g,9g,180s,7s,5,false,0.9999999999999999,false,false,0.7999999999999999
560,1800000,30,30,122m,31k,310,860ms,4,0.6,28m,68k,86m,90k,12g,10g,280s,8s,4,false,0.6,false,true,0.7999999999999999
561,3000000,20,20,32m,115k,1000,670ms,4,0.9999999999999999,4m,39k,50m,64k,12g,18g,100s,7s,2,true,0.7,true,false,0.6
562,3000000,10,10,26m,93k,610,440ms,3,0.5,10m,36k,110m,52k,9g,13g,380s,6s,7,false,0.8999999999999999,false,false,0.7999999999999999
563,1800000,30,30,75m,117k,190,160ms,3,0.7,58m,29k,32m,34k,13g,18g,340s,3s,2,false,0.6,false,true,0.5
564,1200000,30,30,103m,105k,250,860ms,3,0.9999999999999999,50m,126k,64m,116k,14g,18g,320s,6s,3,true,0.7999999999999999,false,false,0.9999999999999999
565,1200000,10,10,127m,100k,720,250ms,2,0.6,22m,103k,36m,88k,14g,11g,100s,8s,7,true,0.6,true,true,0.5
566,3000000,30,30,124m,47k,990,460ms,5,0.5,38m,55k,42m,86k,10g,11g,260s,10s,5,false,0.5,false,false,0.7999999999999999
567,2400000,30,30,25m,98k,940,240ms,1,0.9999999999999999,6m,63k,120m,118k,11g,15g,360s,4s,6,true,0.7999999999999999,false,true,0.7999999999999999
568,1800000,30,30,80m,117k,710,880ms,5,0.5,12m,109k,112m,126k,13g,13g,100s,7s,1,false,0.5,false,false,0.5
569,1800000,15,15,70m,79k,170,690ms,5,0.8999999999999999,20m,115k,112m,34k,9g,17g,240s,2s,5,false,0.9999999999999999,false,true,0.7999999999999999
570,1200000,20,20,31m,59k,680,360ms,1,0.7999999999999999,32m,86k,100m,56k,12g,10g,360s,5s,1,false,0.6,true,true,0.7
571,2400000,20,20,46m,109k,980,980ms,1,0.5,46m,42k,122m,50k,8g,13g,180s,2s,4,true,0.5,true,true,0.7
572,1800000,30,30,95m,105k,890,280ms,1,0.5,46m,36k,112m,114k,12g,9g,180s,7s,4,false,0.8999999999999999,false,false,0.8999999999999999
573,1800000,30,30,119m,106k,590,320ms,3,0.8999999999999999,16m,60k,66m,98k,14g,13g,340s,4s,8,true,0.9999999999999999,true,false,0.7999999999999999
574,1800000,30,30,96m,58k,710,440ms,3,0.6,48m,46k,80m,74k,12g,16g,80s,6s,7,false,0.6,true,false,0.8999999999999999
575,1200000,10,10,122m,63k,290,230ms,5,0.8999999999999999,28m,89k,52m,124k,13g,16g,380s,9s,3,true,0.8999999999999999,true,true,0.9999999999999999
576,1800000,15,15,71m,120k,420,590ms,2,0.5,46m,51k,110m,32k,9g,11g,340s,8s,4,true,0.6,false,false,0.9999999999999999
577,1800000,15,15,68m,68k,930,260ms,4,0.7999999999999999,50m,24k,116m,110k,13g,9g,260s,10s,1,false,0.6,false,false,0.7
578,2400000,30,30,59m,115k,110,310ms,3,0.5,14m,96k,28m,86k,12g,15g,340s,8s,7,true,0.9999999999999999,false,true,0.8999999999999999
579,1800000,20,20,34m,125k,570,960ms,3,0.6,16m,84k,54m,94k,11g,12g,480s,2s,5,true,0.8999999999999999,true,true,0.6
580,3000000,15,15,97m,28k,450,380ms,3,0.7999999999999999,16m,104k,70m,28k,13g,18g,460s,7s,5,true,0.6,false,true,0.6
581,2400000,10,10,37m,75k,680,760ms,1,0.5,54m,74k,88m,98k,10g,14g,120s,2s,7,false,0.7,true,true,0.9999999999999999
582,1800000,10,10,42m,53k,930,900ms,3,0.6,48m,108k,102m,120k,10g,10g,380s,4s,7,true,0.8999999999999999,true,true,0.6
583,1800000,30,30,97m,39k,790,680ms,1,0.5,16m,125k,56m,28k,14g,9g,320s,5s,2,false,0.7999999999999999,false,false,0.6
584,2400000,10,10,49m,107k,930,770ms,2,0.5,18m,109k,120m,120k,9g,18g,280s,7s,5,true,0.9999999999999999,true,false,0.7999999999999999
585,1200000,10,10,95m,113k,190,220ms,5,0.7,56m,78k,28m,122k,11g,15g,200s,3s,8,true,0.6,false,true,0.6
586,2400000,10,10,98m,116k,180,510ms,1,0.7999999999999999,6m,109k,110m,26k,13g,13g,280s,3s,3,true,0.9999999999999999,false,false,0.7
587,1200000,15,15,89m,64k,580,440ms,3,0.8999999999999999,10m,89k,42m,82k,13g,17g,420s,7s,1,true,0.7,true,false,0.7999999999999999
588,1200000,10,10,52m,93k,300,830ms,3,0.7999999999999999,22m,127k,76m,48k,13g,14g,100s,10s,5,true,0.9999999999999999,false,false,0.5
589,2400000,30,30,97m,124k,860,500ms,4,0.7999999999999999,14m,66k,114m,66k,12g,14g,320s,2s,4,false,0.6,false,false,0.7999999999999999
590,3000000,20,20,76m,29k,940,460ms,3,0.6,8m,61k,90m,76k,10g,17g,420s,1s,1,true,0.5,true,false,0.6
591,2400000,20,20,122m,36k,530,120ms,1,0.5,50m,121k,120m,70k,14g,12g,440s,3s,5,false,0.7999999999999999,true,false,0.6
592,1200000,10,10,105m,109k,630,470ms,3,0.5,50m,102k,50m,84k,9g,8g,160s,8s,7,true,0.6,true,false,0.5
593,1200000,30,30,39m,82k,1000,700ms,1,0.9999999999999999,10m,87k,96m,26k,8g,16g,120s,10s,2,true,0.8999999999999999,true,true,0.9999999999999999
594,1800000,10,10,31m,51k,520,680ms,5,0.8999999999999999,32m,38k,118m,60k,8g,14g,400s,10s,1,false,0.7999999999999999,true,false,0.9999999999999999
595,2400000,10,10,62m,93k,140,600ms,1,0.5,14m,46k,38m,126k,13g,14g,220s,10s,3,true,0.7,true,true,0.7999999999999999
596,2400000,15,15,80m,127k,520,730ms,3,0.6,24m,101k,46m,78k,8g,17g,100s,5s,6,true,0.9999999999999999,true,true,0.7
597,1800000,30,30,122m,51k,680,860ms,2,0.8999999999999999,16m,68k,80m,112k,9g,17g,460s,5s,2,true,0.7,true,true,0.8999999999999999
598,1200000,20,20,61m,54k,470,520ms,1,0.7,18m,83k,60m,100k,12g,13g,180s,3s,2,true,0.7999999999999999,true,false,0.9999999999999999
599,1800000,10,10,64m,104k,340,140ms,2,0.9999999999999999,14m,41k,24m,38k,11g,11g,420s,10s,5,false,0.7999999999999999,false,false,0.5
600,3000000,30,30,102m,106k,660,460ms,3,0.6,38m,37k,42m,114k,13g,9g,360s,7s,4,false,0.6,false,false,0.7
601,2400000,20,20,58m,127k,920,730ms,1,0.7999999999999999,52m,35k,118m,50k,8g,13g,420s,10s,2,true,0.9999999999999999,false,false,0.9999999999999999
602,1800000,20,20,84m,122k,240,840ms,2,0.9999999999999999,28m,55k,38m,52k,10g,16g,340s,6s,6,true,0.6,false,true,0.5
603,1200000,15,15,82m,93k,1000,440ms,1,0.7999999999999999,20m,124k,70m,106k,10g,18g,420s,8s,3,true,0.8999999999999999,false,false,0.8999999999999999
604,1800000,10,10,105m,51k,980,280ms,4,0.5,36m,45k,128m,70k,12g,12g,380s,3s,8,false,0.5,false,true,0.6
605,2400000,30,30,122m,100k,590,260ms,5,0.6,22m,83k,76m,120k,10g,11g,400s,1s,7,false,0.5,true,true,0.5
606,3000000,20,20,88m,106k,240,420ms,5,0.5,24m,84k,94m,128k,14g,10g,480s,6s,5,true,0.9999999999999999,true,true,0.6
607,2400000,30,30,80m,126k,970,820ms,3,0.9999999999999999,28m,84k,124m,78k,11g,18g,100s,3s,5,true,0.6,false,false,0.8999999999999999
608,1800000,10,10,119m,68k,320,100ms,3,0.9999999999999999,30m,89k,94m,102k,11g,16g,260s,6s,6,false,0.8999999999999999,true,false,0.6
609,1800000,15,15,96m,101k,350,950ms,2,0.8999999999999999,52m,100k,54m,42k,14g,18g,200s,6s,5,false,0.7,true,false,0.8999999999999999
610,1200000,10,10,50m,99k,900,290ms,3,0.6,44m,113k,104m,76k,12g,9g,20s,8s,1,true,0.6,false,false,0.7999999999999999
611,1200000,15,15,57m,62k,800,160ms,1,0.8999999999999999,20m,61k,56m,54k,13g,15g,140s,2s,5,false,0.5,true,true,0.5
612,1800000,30,30,81m,53k,170,390ms,3,0.8999999999999999,34m,62k,72m,78k,12g,17g,200s,8s,4,false,0.7,true,false,0.9999999999999999
613,2400000,15,15,52m,112k,170,650ms,1,0.6,54m,25k,36m,116k,8g,8g,160s,3s,2,true,0.7999999999999999,true,true,0.5
614,1800000,10,10,122m,109k,640,440ms,2,0.8999999999999999,10m,96k,94m,80k,12g,12g,320s,6s,6,false,0.8999999999999999,false,false,0.7999999999999999
615,1200000,30,30,101m,29k,860,900ms,2,0.7,60m,42k,84m,62k,12g,15g,80s,6s,5,true,0.8999999999999999,false,true,0.7999999999999999
616,3000000,15,15,96m,58k,620,610ms,1,0.5,60m,75k,48m,120k,10g,11g,160s,6s,6,true,0.7999999999999999,false,true,0.5
617,1200000,30,30,65m,75k,530,330ms,5,0.5,52m,89k,40m,124k,13g,10g,380s,10s,1,true,0.5,false,false,0.7
618,1800000,10,10,59m,60k,530,710ms,3,0.6,64m,24k,46m,52k,12g,18g,500s,4s,2,true,0.9999999999999999,false,true,0.7999999999999999
619,2400000,30,30,97m,119k,240,120ms,4,0.7999999999999999,30m,29k,46m,62k,10g,14g,160s,8s,6,false,0.7999999999999999,false,false,0.7
620,3000000,10,10,80m,94k,530,860ms,5,0.8999999999999999,40m,105k,100m,40k,13g,11g,140s,9s,3,false,0.7,true,true,0.6
621,3000000,30,30,64m,122k,920,320ms,5,0.9999999999999999,58m,58k,106m,52k,13g,10g,60s,10s,3,false,0.7999999999999999,false,false,0.6
622,3000000,15,15,29m,30k,540,650ms,5,0.5,44m,76k,116m,122k,13g,11g,60s,2s,5,true,0.6,true,true,0.8999999999999999
623,1200000,20,20,103m,76k,190,100ms,3,0.7999999999999999,26m,73k,66m,100k,10g,8g,440s,4s,4,false,0.5,false,false,0.5
624,3000000,15,15,28m,48k,890,870ms,5,0.9999999999999999,12m,85k,58m,76k,11g,15g,260s,10s,8,true,0.6,false,false,0.9999999999999999
625,3000000,15,15,53m,63k,100,670ms,1,0.6,8m,63k,30m,116k,8g,12g,360s,2s,3,true,0.5,false,false,0.7999999999999999
626,2400000,15,15,36m,59k,400,890ms,5,0.9999999999999999,18m,64k,112m,72k,9g,12g,340s,8s,3,true,0.6,false,true,0.6
627,3000000,20,20,76m,116k,480,840ms,3,0.7,64m,69k,78m,126k,14g,15g,300s,4s,3,false,0.7,false,true,0.6
628,2400000,15,15,48m,95k,260,920ms,2,0.9999999999999999,8m,99k,70m,78k,10g,17g,500s,10s,1,false,0.8999999999999999,false,true,0.7999999999999999
629,1200000,20,20,58m,127k,100,610ms,3,0.7999999999999999,50m,116k,106m,82k,11g,16g,60s,1s,4,true,0.7,false,false,0.7999999999999999
630,1200000,30,30,58m,82k,800,100ms,3,0.8999999999999999,28m,32k,36m,50k,13g,13g,400s,4s,5,true,0.8999999999999999,false,false,0.5
631,1200000,15,15,33m,67k,530,320ms,1,0.5,4m,61k,124m,102k,11g,15g,460s,7s,4,false,0.8999999999999999,false,true,0.5
632,3000000,15,15,67m,101k,160,130ms,4,0.7,24m,128k,62m,106k,9g,9g,60s,7s,6,true,0.7999999999999999,false,true,0.8999999999999999
633,1200000,30,30,93m,83k,560,400ms,4,0.7,34m,93k,120m,86k,8g,15g,480s,9s,7,false,0.8999999999999999,true,false,0.9999999999999999
634,1800000,20,20,57m,100k,700,180ms,1,0.6,40m,69k,74m,72k,8g,8g,60s,1s,8,false,0.9999999999999999,true,true,0.6
635,3000000,30,30,68m,48k,480,110ms,5,0.6,62m,74k,54m,98k,12g,9g,80s,1s,7,true,0.8999999999999999,true,true,0.9999999999999999
636,2400000,10,10,102m,102k,460,780ms,2,0.5,38m,85k,36m,84k,14g,14g,180s,9s,2,false,0.5,true,false,0.6
637,1200000,30,30,99m,75k,390,950ms,2,0.7,28m,44k,94m,100k,8g,8g,380s,3s,2,false,0.7999999999999999,true,false,0.7999999999999999
638,1200000,15,15,101m,123k,280,850ms,5,0.6,46m,99k,56m,104k,8g,17g,320s,4s,4,false,0.9999999999999999,false,true,0.5
639,3000000,15,15,124m,29k,770,200ms,1,0.6,38m,122k,60m,76k,13g,15g,20s,10s,6,false,0.5,true,true,0.8999999999999999
640,3000000,15,15,83m,89k,990,820ms,4,0.8999999999999999,30m,52k,24m,100k,10g,10g,160s,10s,3,true,0.8999999999999999,false,true,0.9999999999999999
641,2400000,15,15,84m,89k,120,380ms,1,0.8999999999999999,40m,68k,42m,76k,12g,8g,380s,6s,6,false,0.7,false,false,0.5
642,1200000,15,15,127m,101k,620,950ms,5,0.9999999999999999,16m,46k,74m,78k,11g,8g,20s,7s,8,false,0.6,true,true,0.7999999999999999
643,1200000,15,15,75m,68k,470,520ms,1,0.8999999999999999,48m,28k,66m,84k,13g,16g,100s,4s,2,false,0.5,true,false,0.6
644,1800000,20,20,103m,52k,740,450ms,5,0.7,40m,79k,86m,28k,9g,16g,300s,1s,4,true,0.9999999999999999,false,true,0.9999999999999999
645,1200000,10,10,34m,87k,730,940ms,1,0.8999999999999999,60m,121k,126m,80k,9g,16g,180s,5s,8,false,0.9999999999999999,false,false,0.9999999999999999
646,1800000,30,30,53m,64k,850,520ms,1,0.6,44m,62k,70m,66k,13g,8g,320s,9s,5,true,0.7,false,false,0.9999999999999999
647,3000000,15,15,58m,44k,700,250ms,4,0.7,6m,64k,36m,94k,8g,12g,140s,3s,8,false,0.5,true,true,0.6
648,2400000,30,30,61m,127k,530,140ms,4,0.7999999999999999,12m,82k,42m,60k,10g,14g,340s,1s,6,true,0.7,true,false,0.7999999999999999
649,2400000,30,30,110m,101k,850,590ms,1,0.6,22m,93k,124m,46k,10g,17g,340s,6s,4,true,0.9999999999999999,true,true,0.6
650,1200000,10,10,68m,108k,670,660ms,4,0.8999999999999999,44m,119k,124m,90k,13g,11g,280s,10s,4,false,0.9999999999999999,true,false,0.5
651,2400000,15,15,96m,128k,400,140ms,4,0.8999999999999999,52m,81k,86m,90k,13g,13g,120s,5s,3,false,0.9999999999999999,false,true,0.7
652,2400000,20,20,28m,31k,560,570ms,1,0.6,56m,35k,38m,122k,14g,10g,400s,9s,6,true,0.6,false,false,0.6
653,1800000,10,10,28m,126k,800,500ms,1,0.8999999999999999,28m,55k,28m,40k,14g,11g,460s,8s,8,true,0.6,false,true,0.5
654,2400000,20,20,122m,60k,460,680ms,4,0.7999999999999999,50m,59k,98m,82k,8g,16g,100s,2s,2,true,0.7,false,false,0.5
655,1200000,20,20,47m,101k,100,630ms,5,0.7999999999999999,36m,110k,104m,28k,12g,16g,320s,6s,1,false,0.9999999999999999,false,false,0.9999999999999999
656,1200000,15,15,52m,77k,470,230ms,5,0.5,6m,128k,76m,60k,11g,17g,440s,4s,5,true,0.8999999999999999,false,true,0.7999999999999999
657,1800000,30,30,111m,101k,120,710ms,2,0.7999999999999999,36m,53k,98m,122k,11g,15g,240s,7s,3,false,0.6,true,false,0.7999999999999999
658,1800000,10,10,70m,36k,760,160ms,3,0.6,32m,27k,50m,108k,12g,14g,420s,10s,8,false,0.9999999999999999,false,false,0.9999999999999999
659,2400000,30,30,81m,71k,880,540ms,2,0.5,32m,24k,88m,92k,14g,10g,320s,5s,2,true,0.6,false,false,0.6
