,cpufreq,uncore_min,uncore_max,reducermaxSizeInFlight,shufflefilebuffer,shufflesortbypassMergeThreshold,speculationinterval,speculationmultiplier,speculationquantile,broadcastblockSize,iocompressionsnappyblockSize,kryoserializerbuffermax,kryoserializerbuffer,drivermemory,executormemory,networktimeout,localitywait,taskmaxFailures,shufflecompress,memoryfraction,shufflespillcompress,broadcastcompress,memorystorageFraction
498,2466666,30,30,52,83,190,260,3,0.7,46,108,126,86,14,16,320,8,4,0,0.7999999999999999,1,0,1.0
499,1200000,10,10,77,67,430,440,3,0.5,14,75,62,106,9,8,380,9,7,0,0.7,1,1,0.8999999999999999
500,1833333,15,15,47,109,440,110,5,0.6,48,31,68,90,8,11,280,10,8,0,0.7999999999999999,1,1,0.6
501,1200000,10,10,50,81,810,730,4,0.7999999999999999,26,53,124,116,8,13,180,6,8,1,1.0,1,0,1.0
502,3100000,15,15,33,51,320,630,4,0.6,16,51,82,128,11,18,500,5,2,1,0.6,0,1,0.6
503,1833333,30,30,97,50,400,180,3,0.6,14,88,98,118,12,15,100,4,5,1,0.5,0,0,0.6
504,1200000,20,20,44,74,340,210,4,0.7999999999999999,32,45,94,122,14,18,360,6,7,0,0.8999999999999999,0,0,0.7999999999999999
505,3100000,30,30,46,85,730,280,5,0.7999999999999999,6,106,124,80,9,17,100,7,7,0,0.6,0,1,0.7
506,2466666,10,10,78,24,900,610,5,0.5,8,49,44,58,14,13,440,6,2,0,0.6,1,0,0.6
507,3100000,30,30,106,113,210,210,4,0.7999999999999999,48,106,92,36,12,9,120,1,4,1,0.7999999999999999,1,1,0.5
508,3100000,20,20,73,121,510,370,3,0.6,38,30,78,58,11,15,500,5,4,1,0.8999999999999999,1,0,1.0
509,3100000,20,20,67,56,890,970,2,0.7999999999999999,4,54,38,118,10,8,220,7,2,1,0.7,1,0,0.7
510,2466666,15,15,47,60,600,420,1,0.6,32,111,110,102,8,10,280,5,8,1,1.0,0,0,0.8999999999999999
511,1200000,15,15,54,107,790,380,1,0.6,58,123,96,54,11,17,240,2,7,0,0.7999999999999999,0,1,1.0
512,1200000,20,20,96,84,940,680,2,0.5,42,32,40,62,13,8,100,6,3,0,0.5,1,0,0.6
513,2466666,10,10,62,75,110,960,5,0.5,46,105,62,128,12,12,300,10,6,0,0.7,0,0,0.6
514,1200000,10,10,114,128,650,740,5,0.7999999999999999,20,45,48,56,13,8,100,7,5,1,0.6,1,0,0.7999999999999999
515,1833333,30,30,105,94,280,580,2,0.6,64,30,28,46,11,9,240,1,2,1,1.0,1,0,0.7999999999999999
516,3100000,20,20,115,101,560,750,2,0.6,36,80,42,98,14,12,360,1,7,1,1.0,0,1,0.7999999999999999
517,1833333,30,30,59,35,1000,530,2,0.6,40,51,58,84,14,11,160,9,6,0,0.5,0,1,0.8999999999999999
518,3100000,10,10,78,67,400,990,5,0.7,60,91,66,24,8,17,480,5,3,0,0.7,0,0,1.0
519,1833333,15,15,94,120,960,450,2,0.5,4,67,34,42,13,11,260,4,6,0,0.7999999999999999,0,0,0.7
520,2466666,10,10,77,25,910,530,3,0.6,8,125,46,40,13,14,80,8,8,0,0.7999999999999999,0,0,1.0
521,3100000,15,15,48,126,170,560,5,1.0,32,53,52,28,12,15,340,9,3,1,0.7999999999999999,1,0,0.7999999999999999
522,3100000,10,10,127,24,790,420,1,0.6,32,121,76,118,9,10,380,1,5,1,1.0,1,1,1.0
523,2466666,30,30,114,113,640,630,1,1.0,56,125,50,90,12,18,260,5,7,0,0.8999999999999999,1,0,0.5
524,1200000,30,30,110,86,130,160,1,0.6,56,126,68,68,12,16,340,4,5,1,0.6,0,1,1.0
525,2466666,15,15,35,54,710,480,1,0.5,34,31,86,120,12,8,100,1,5,1,0.6,0,1,1.0
526,2466666,15,15,51,45,880,460,4,0.6,54,86,112,118,12,15,360,8,3,0,0.6,1,0,0.7
527,1200000,30,30,106,76,830,950,4,0.7999999999999999,40,59,120,98,9,15,40,8,7,0,1.0,0,0,1.0
528,3100000,20,20,121,116,240,690,3,0.7,44,83,90,114,10,17,240,4,7,1,0.7,0,1,1.0
529,1833333,15,15,38,63,700,150,1,0.7,54,81,26,118,14,15,420,9,2,1,0.8999999999999999,0,0,0.8999999999999999
530,1833333,10,10,54,81,410,290,5,0.8999999999999999,30,67,96,88,13,9,80,5,7,1,0.5,1,1,0.7
531,1200000,15,15,96,93,240,340,5,0.7,64,93,104,28,14,15,300,9,6,1,0.5,0,0,0.6
532,1833333,20,20,68,62,210,860,1,0.7999999999999999,10,95,106,128,8,9,60,10,5,0,0.5,1,1,1.0
533,1200000,15,15,106,62,200,650,5,0.7,16,28,72,106,8,15,300,7,8,1,0.7999999999999999,1,1,0.7
534,1200000,10,10,105,63,800,820,1,0.8999999999999999,18,25,120,50,12,16,260,9,8,0,0.8999999999999999,0,1,0.8999999999999999
535,2466666,20,20,93,109,780,500,1,1.0,14,66,106,24,12,8,120,10,4,1,0.7,1,0,0.5
536,2466666,10,10,92,80,470,900,1,1.0,36,100,94,38,10,14,380,10,6,1,0.5,1,1,0.7999999999999999
537,1200000,30,30,118,47,400,430,5,0.8999999999999999,24,122,68,120,11,13,240,10,3,1,0.5,1,1,0.6
538,1833333,10,10,93,107,190,570,5,0.8999999999999999,34,98,48,122,14,18,360,1,4,0,0.8999999999999999,0,1,0.7
539,3100000,15,15,44,62,830,340,2,0.6,26,55,54,52,11,9,40,2,6,0,0.7999999999999999,1,1,0.6
540,3100000,30,30,116,125,980,930,1,0.7999999999999999,10,79,70,110,8,8,120,9,5,1,0.8999999999999999,0,0,0.8999999999999999
541,3100000,10,10,91,90,540,190,3,0.8999999999999999,22,42,34,94,10,8,240,8,3,1,0.8999999999999999,0,1,0.6
542,1833333,30,30,93,58,370,520,2,0.7,24,51,88,72,12,16,160,4,3,1,0.8999999999999999,0,0,0.8999999999999999
543,2466666,20,20,85,91,700,520,4,0.8999999999999999,50,48,126,78,9,17,340,10,7,1,0.7999999999999999,1,0,0.7
544,3100000,30,30,77,86,720,950,3,0.7999999999999999,22,35,64,98,10,12,420,9,7,1,0.7999999999999999,0,0,0.8999999999999999
545,2466666,30,30,55,49,700,550,4,0.7,36,58,76,126,12,18,60,7,5,1,0.6,0,1,0.8999999999999999
546,1200000,30,30,52,44,950,830,3,0.6,34,33,74,40,9,8,420,6,3,0,0.5,1,0,0.8999999999999999
547,3100000,10,10,59,48,560,240,4,0.5,56,113,62,62,14,17,480,3,5,0,0.7999999999999999,0,1,0.8999999999999999
548,1833333,20,20,28,36,320,330,3,1.0,56,62,114,46,11,14,340,4,3,1,0.5,0,1,1.0
549,1833333,10,10,94,126,600,930,1,0.8999999999999999,26,80,42,44,13,18,300,4,5,1,0.8999999999999999,1,0,0.8999999999999999
550,1833333,30,30,42,81,930,910,5,1.0,36,65,78,38,8,12,460,1,2,1,0.8999999999999999,1,1,0.7
551,3100000,20,20,98,77,810,610,1,0.8999999999999999,26,63,66,38,14,16,400,6,5,0,0.7999999999999999,1,0,0.5
552,2466666,20,20,83,63,130,850,5,0.7,12,120,62,50,11,16,20,6,6,0,1.0,1,1,0.7
553,2466666,10,10,38,64,490,330,1,0.6,12,65,90,26,8,15,300,10,6,1,0.8999999999999999,1,1,0.7
554,3100000,20,20,97,33,970,180,2,0.5,52,84,26,30,14,13,380,9,8,1,1.0,0,1,0.8999999999999999
555,2466666,20,20,101,77,840,370,4,1.0,60,124,122,68,11,13,340,9,4,1,0.7,1,0,0.5
556,1833333,30,30,60,102,230,430,4,0.5,18,93,72,54,10,16,160,2,3,1,0.7999999999999999,1,0,0.5
557,1200000,20,20,113,113,250,670,1,0.6,6,39,28,46,9,8,200,3,7,0,0.8999999999999999,1,0,0.7999999999999999
558,1200000,30,30,42,31,910,140,5,0.7999999999999999,52,95,94,124,8,14,200,8,1,1,1.0,1,0,0.7999999999999999
559,1833333,15,15,73,48,170,620,5,0.8999999999999999,16,95,100,64,9,14,180,5,2,0,0.7999999999999999,1,1,0.8999999999999999
560,2466666,20,20,53,126,750,210,3,0.8999999999999999,12,29,44,42,10,13,440,3,6,1,0.7999999999999999,0,1,0.7
561,1833333,20,20,120,95,240,480,3,0.7,10,98,50,100,12,8,400,4,6,0,1.0,0,1,0.5
562,1833333,10,10,49,116,190,310,3,0.6,12,61,114,42,13,17,360,1,3,0,1.0,1,1,1.0
563,2466666,20,20,126,30,630,420,4,0.6,38,114,120,100,13,16,380,7,1,1,0.5,0,1,0.6
564,1200000,10,10,81,32,600,990,3,1.0,58,64,104,116,9,13,360,7,8,0,0.7,1,1,0.5
565,2466666,15,15,108,26,800,460,1,0.5,20,116,52,38,11,15,60,8,1,0,0.7,1,0,0.6
566,1833333,20,20,123,36,150,900,1,0.5,18,82,116,44,8,13,240,4,1,0,1.0,1,0,0.7999999999999999
567,1200000,30,30,87,57,350,670,5,1.0,54,43,126,118,14,14,160,9,6,1,0.7999999999999999,0,0,1.0
568,3100000,30,30,116,49,890,720,1,1.0,14,113,126,46,14,9,120,5,5,1,1.0,1,0,0.7
569,3100000,30,30,86,25,820,860,4,1.0,14,66,34,50,8,17,120,7,4,0,0.8999999999999999,0,1,0.7999999999999999
570,2466666,15,15,48,109,220,900,2,0.5,10,65,38,104,13,8,140,6,3,1,0.7999999999999999,0,1,1.0
571,2466666,15,15,105,47,110,560,1,0.7,10,64,60,116,14,15,60,5,2,1,0.6,0,1,0.7999999999999999
572,1833333,20,20,92,71,730,510,1,0.8999999999999999,4,105,50,42,8,18,340,9,2,1,0.6,1,1,1.0
573,1833333,20,20,79,62,160,920,3,0.5,18,104,102,126,11,16,100,4,8,1,0.5,0,0,0.8999999999999999
574,3100000,20,20,38,89,680,930,4,0.8999999999999999,46,99,64,92,13,12,500,10,2,0,1.0,1,0,1.0
575,2466666,15,15,84,109,530,190,4,0.8999999999999999,46,85,44,96,13,17,200,10,4,0,0.7999999999999999,0,0,0.7
576,1833333,15,15,52,119,950,340,3,0.8999999999999999,6,106,26,110,13,8,180,8,8,1,0.6,1,1,0.6
577,2466666,30,30,69,79,890,640,2,0.7999999999999999,4,57,120,94,12,16,100,7,7,0,0.7999999999999999,1,0,0.8999999999999999
578,2466666,30,30,90,71,790,440,5,0.7,32,58,92,34,9,9,400,10,1,1,0.7999999999999999,1,0,0.6
579,2466666,20,20,34,106,870,480,1,1.0,54,89,120,70,14,16,40,9,2,1,0.6,1,1,0.7999999999999999
580,2466666,15,15,98,47,840,150,1,1.0,28,31,104,70,12,17,340,1,6,1,0.7,1,0,0.7999999999999999
581,1833333,10,10,100,115,980,380,1,0.5,50,98,36,62,13,13,420,7,2,1,1.0,1,1,1.0
582,1200000,30,30,64,39,610,440,1,0.7,32,44,38,120,8,13,280,9,1,1,1.0,1,1,0.8999999999999999
583,3100000,30,30,115,96,310,980,3,0.7,10,123,52,44,12,15,320,3,7,1,0.8999999999999999,1,0,0.8999999999999999
584,1833333,15,15,37,76,440,550,5,0.6,64,26,82,112,10,8,320,5,7,1,0.6,1,1,0.6
585,2466666,15,15,79,44,460,430,3,0.8999999999999999,4,28,34,30,11,11,480,7,6,1,0.5,1,1,0.6
586,2466666,10,10,45,46,750,510,1,0.7,8,99,90,76,9,18,60,5,5,1,0.7999999999999999,1,1,0.8999999999999999
587,2466666,30,30,86,119,840,280,4,0.7999999999999999,16,115,24,114,9,13,240,4,2,0,0.7999999999999999,1,1,0.6
588,3100000,10,10,80,30,630,900,5,0.7,40,126,36,48,12,14,480,4,7,0,0.6,1,0,1.0
589,1200000,20,20,85,34,190,850,2,0.5,46,26,86,100,13,10,260,7,5,0,0.7999999999999999,1,1,0.8999999999999999
590,3100000,10,10,108,113,820,550,1,0.7,24,95,116,54,10,14,160,5,6,0,1.0,1,0,0.8999999999999999
591,1833333,15,15,45,111,780,310,3,0.7,38,58,80,36,12,9,40,6,5,0,0.5,1,0,0.8999999999999999
592,3100000,10,10,28,83,350,540,3,0.6,34,27,120,90,8,17,280,4,8,0,0.5,1,1,0.8999999999999999
593,2466666,20,20,80,28,940,840,5,1.0,6,62,66,76,12,17,300,7,5,0,1.0,1,0,0.7999999999999999
594,3100000,20,20,90,89,350,520,2,0.7,52,34,114,46,14,12,320,4,5,0,0.7999999999999999,0,1,0.6
595,2466666,10,10,38,62,190,810,1,1.0,4,92,124,30,12,13,100,10,5,0,0.7,1,1,0.8999999999999999
596,2466666,30,30,70,47,910,210,2,0.6,60,36,116,48,10,15,500,4,5,0,0.8999999999999999,0,0,0.7
597,1200000,20,20,120,72,550,550,1,0.7999999999999999,8,98,60,110,13,9,100,5,5,0,0.6,1,0,0.5
598,3100000,20,20,46,82,960,650,1,0.6,6,124,114,104,12,16,460,5,1,0,1.0,0,0,0.5
599,2466666,30,30,106,30,230,710,2,0.7999999999999999,4,93,120,30,11,11,460,7,5,1,0.7999999999999999,0,0,0.8999999999999999
600,1833333,30,30,120,33,330,770,1,0.6,26,48,104,78,11,15,240,8,8,0,0.7,0,1,0.8999999999999999
601,3100000,10,10,42,85,760,140,3,0.6,18,107,118,42,12,18,100,5,7,0,0.7999999999999999,0,1,0.8999999999999999
602,1200000,10,10,29,52,530,300,4,0.5,64,85,40,64,12,16,320,1,7,0,0.7,1,0,0.8999999999999999
603,1833333,15,15,47,127,850,450,3,0.7,42,123,52,56,10,10,400,4,4,1,0.6,0,0,0.7999999999999999
604,3100000,15,15,32,53,350,930,4,0.7,22,95,122,28,12,18,280,5,5,0,0.7,0,0,0.6
605,2466666,30,30,116,119,730,240,2,0.8999999999999999,16,91,54,68,10,15,200,1,1,0,1.0,1,1,0.7999999999999999
606,3100000,10,10,53,69,300,550,3,0.6,50,75,62,72,12,12,320,7,7,0,0.8999999999999999,0,0,0.7999999999999999
607,3100000,15,15,40,38,350,700,2,0.7999999999999999,12,34,28,112,9,18,360,5,6,0,0.7,0,1,0.8999999999999999
608,1833333,15,15,54,76,920,660,2,0.7,24,37,98,76,13,12,480,7,1,0,0.7999999999999999,1,1,1.0
609,1200000,15,15,126,59,650,860,3,0.8999999999999999,36,30,126,102,10,10,320,9,5,0,0.8999999999999999,1,1,0.5
610,2466666,10,10,80,79,740,940,3,0.5,30,57,52,50,13,8,140,1,8,0,0.7999999999999999,0,0,0.7
611,1200000,30,30,105,94,420,880,2,1.0,48,83,114,50,8,12,460,1,5,0,0.8999999999999999,0,1,0.6
612,1200000,10,10,85,122,410,820,1,0.8999999999999999,22,76,92,122,11,15,460,6,8,1,0.7999999999999999,0,1,0.7
613,1200000,15,15,68,95,570,930,3,0.8999999999999999,32,111,94,116,9,17,100,10,6,0,0.8999999999999999,1,0,0.7
614,1833333,30,30,39,69,860,310,1,0.5,44,120,36,124,13,16,460,8,3,1,0.7,1,0,1.0
615,3100000,15,15,107,92,920,830,4,0.7,18,68,108,38,12,17,180,2,6,0,0.6,0,1,0.7
616,3100000,15,15,26,116,930,290,1,0.5,48,54,66,34,14,18,280,7,1,0,0.6,1,0,0.5
617,1200000,20,20,29,27,150,750,1,1.0,62,75,88,32,11,11,120,2,1,0,0.7,0,0,0.7
618,3100000,20,20,106,45,570,1000,3,0.6,54,111,84,34,9,10,300,5,6,1,1.0,0,1,0.7
619,1200000,30,30,63,74,160,950,4,0.7999999999999999,48,61,96,68,13,13,280,4,4,1,0.5,0,0,0.7999999999999999
620,3100000,30,30,27,127,200,150,1,0.7999999999999999,4,126,78,108,9,9,460,2,1,0,1.0,1,1,0.7999999999999999
621,1200000,10,10,76,124,160,290,4,0.5,58,97,92,76,8,8,280,6,4,1,0.7999999999999999,1,0,0.8999999999999999
622,2466666,20,20,28,92,590,180,4,0.6,46,48,118,50,12,15,260,9,1,1,0.8999999999999999,1,0,0.7999999999999999
623,1833333,15,15,118,81,740,790,5,0.6,8,79,116,98,12,9,420,7,1,1,0.5,1,0,0.6
624,1833333,30,30,51,56,360,390,5,0.5,28,65,108,94,14,13,140,7,6,1,0.8999999999999999,0,0,0.6
625,2466666,20,20,86,62,720,600,5,0.7,40,117,112,70,10,13,420,8,7,0,0.7999999999999999,1,1,0.8999999999999999
626,1200000,30,30,35,32,460,800,5,0.7,4,81,50,110,12,17,180,10,3,1,0.7999999999999999,0,1,0.5
627,1833333,15,15,82,50,310,540,1,0.5,44,114,122,126,13,12,100,3,2,0,0.7999999999999999,0,1,0.5
628,1833333,15,15,56,103,750,750,5,0.5,60,35,32,32,11,15,360,10,8,0,0.7,1,1,0.7999999999999999
629,1200000,20,20,115,40,670,800,1,0.8999999999999999,48,41,120,80,8,10,260,6,7,0,1.0,0,1,1.0
630,1833333,15,15,96,122,360,130,5,0.7999999999999999,28,31,60,86,8,16,40,6,7,0,0.8999999999999999,1,1,0.5
631,1833333,15,15,68,92,970,320,1,0.6,26,50,122,98,8,16,440,7,1,1,0.8999999999999999,0,0,0.8999999999999999
632,1833333,10,10,48,109,1000,450,1,0.7,16,61,98,46,11,9,240,2,7,0,0.6,0,0,0.8999999999999999
633,1833333,30,30,54,113,890,100,4,0.7,56,45,60,92,8,11,140,1,6,0,0.7999999999999999,1,1,0.7
634,2466666,15,15,80,41,390,650,2,0.8999999999999999,16,125,106,38,9,9,60,10,3,0,0.6,0,0,1.0
635,1833333,15,15,89,66,960,230,5,1.0,30,89,124,128,9,16,500,9,2,1,0.6,0,1,1.0
636,1200000,10,10,80,27,860,850,2,0.6,14,126,38,98,8,18,120,1,5,0,0.5,1,0,1.0
637,2466666,30,30,31,110,420,310,2,0.6,54,124,84,32,8,17,320,1,4,1,0.7999999999999999,1,1,0.8999999999999999
638,1833333,15,15,39,66,940,470,1,0.8999999999999999,56,48,102,86,11,14,180,2,3,0,0.7,1,1,0.6
639,1200000,20,20,81,28,730,450,1,1.0,52,93,96,84,14,17,60,9,6,0,0.5,1,0,0.6
640,3100000,20,20,47,73,100,980,3,0.8999999999999999,32,25,118,58,11,9,440,4,4,0,0.8999999999999999,1,1,0.6
641,1200000,20,20,88,103,200,370,1,0.6,6,89,118,106,10,12,240,5,4,0,0.7999999999999999,1,0,0.7
642,1833333,15,15,57,49,1000,130,1,0.6,32,108,90,108,13,16,220,1,5,1,0.7,0,1,0.7
643,1200000,10,10,37,51,940,880,1,1.0,10,90,108,56,14,9,140,5,7,0,0.8999999999999999,1,1,1.0
644,1200000,30,30,67,35,420,250,1,1.0,36,53,50,44,12,17,20,2,8,0,0.7,0,0,0.7999999999999999
645,3100000,10,10,37,33,500,490,1,0.5,44,103,56,98,10,12,480,6,6,0,1.0,1,1,0.7999999999999999
646,2466666,10,10,27,119,560,150,4,0.5,62,79,34,88,13,16,480,3,6,0,0.8999999999999999,0,0,0.8999999999999999
647,3100000,15,15,62,35,500,240,4,0.7,54,80,124,100,8,15,480,9,4,1,0.7999999999999999,1,0,0.5
648,1833333,15,15,121,46,380,650,2,1.0,50,106,44,92,10,15,380,4,5,1,0.7,1,0,1.0
649,1200000,15,15,110,26,220,390,1,0.6,48,126,48,36,10,18,280,7,3,1,0.8999999999999999,1,0,0.7999999999999999
650,3100000,15,15,123,123,160,500,1,0.7999999999999999,58,59,118,38,9,10,20,9,7,1,0.6,0,0,0.7
651,1200000,30,30,28,59,670,480,4,0.6,28,98,126,64,14,12,440,9,1,1,0.7999999999999999,0,1,1.0
652,3100000,15,15,87,52,520,640,2,0.7,48,60,92,120,14,10,120,9,1,1,0.8999999999999999,0,0,0.8999999999999999
653,1833333,15,15,116,82,310,540,3,1.0,26,32,28,72,8,18,100,6,6,1,0.6,0,1,0.8999999999999999
654,1833333,20,20,63,96,960,840,2,1.0,40,28,56,84,8,9,400,9,6,0,0.5,1,0,0.6
655,1833333,15,15,63,48,950,630,4,0.7999999999999999,44,89,46,52,8,16,180,4,1,0,0.6,1,1,0.5
656,3100000,20,20,48,37,790,600,3,0.5,64,82,80,60,14,16,400,7,8,1,0.7,1,1,0.8999999999999999
657,1200000,20,20,121,51,420,730,1,0.5,20,68,106,80,10,14,340,4,7,1,0.5,1,1,0.7999999999999999
658,3100000,15,15,59,103,930,770,1,0.8999999999999999,6,77,28,118,10,16,60,8,7,1,0.5,0,0,0.6
659,3100000,30,30,110,24,120,700,5,0.5,24,63,38,100,11,17,420,4,5,1,0.5,1,1,0.5
660,1833333,15,15,122,59,390,140,2,0.6,24,101,80,34,11,9,500,2,8,0,1.0,0,0,0.6
661,1200000,20,20,46,91,920,830,5,0.7999999999999999,30,114,72,118,12,8,260,6,8,0,0.8999999999999999,1,0,0.6
662,1200000,20,20,79,74,280,630,2,1.0,36,95,94,72,10,17,340,2,3,0,0.8999999999999999,1,0,0.8999999999999999
663,2466666,15,15,48,32,400,130,5,0.6,46,128,48,76,13,8,140,1,5,0,0.7,0,0,1.0
664,1833333,15,15,106,41,750,720,3,0.5,32,98,48,92,11,17,360,6,3,0,0.7999999999999999,0,1,0.6
665,3100000,30,30,90,57,310,120,1,0.7999999999999999,6,95,60,96,11,17,500,10,7,0,0.8999999999999999,1,0,0.6
666,2466666,30,30,117,30,250,110,4,0.8999999999999999,62,27,110,36,8,14,20,10,1,1,1.0,0,0,0.8999999999999999
667,1833333,10,10,39,126,530,160,4,0.7,30,45,26,40,12,14,360,6,1,1,0.5,0,1,0.6
668,2466666,30,30,112,48,340,510,1,0.8999999999999999,58,111,112,82,8,12,400,7,4,0,0.7,1,1,0.5
669,1200000,10,10,41,42,950,600,5,1.0,44,35,36,90,14,10,80,9,2,0,0.8999999999999999,0,1,0.8999999999999999
670,2466666,10,10,96,108,470,680,2,1.0,36,43,68,74,9,11,180,2,1,1,0.7999999999999999,0,0,0.7
671,1833333,30,30,31,105,120,400,3,0.6,16,53,44,124,8,18,500,3,1,0,0.7999999999999999,0,0,0.5
672,1200000,15,15,93,45,290,140,5,0.5,24,92,94,108,13,8,280,2,7,1,0.6,0,1,0.7
673,3100000,10,10,94,73,730,480,1,0.7999999999999999,44,33,70,38,12,13,340,6,4,1,0.8999999999999999,1,1,1.0
674,2466666,10,10,112,45,930,370,4,0.8999999999999999,62,56,82,94,13,15,140,8,8,0,0.8999999999999999,1,1,0.7999999999999999
675,3100000,10,10,56,101,240,1000,1,0.7,32,42,122,82,10,17,240,2,3,1,0.8999999999999999,0,0,0.5
676,2466666,15,15,84,97,860,860,4,0.7999999999999999,4,66,36,128,10,8,400,3,7,0,1.0,0,0,0.8999999999999999
677,1833333,30,30,85,53,500,820,4,1.0,38,70,24,120,8,10,500,9,4,1,1.0,0,0,0.5
678,3100000,20,20,82,122,810,980,4,0.8999999999999999,28,29,48,44,11,13,440,4,5,0,0.6,0,1,0.5
679,2466666,15,15,69,31,630,320,3,0.8999999999999999,60,31,54,102,9,8,120,5,6,1,0.7,0,1,0.8999999999999999
680,1200000,30,30,26,31,760,690,2,0.5,50,31,30,44,8,15,260,8,8,1,0.5,0,1,0.6
681,1833333,20,20,109,48,780,300,1,0.5,38,99,58,34,8,15,100,1,6,1,0.7999999999999999,1,0,0.6
682,3100000,15,15,109,57,920,320,5,0.7999999999999999,28,25,46,42,11,12,320,9,1,0,0.8999999999999999,0,1,0.7999999999999999
683,2466666,30,30,120,29,590,560,5,0.6,14,71,112,112,9,10,500,7,7,0,0.7999999999999999,0,1,0.8999999999999999
684,3100000,10,10,31,96,750,490,1,0.5,14,74,66,40,14,10,80,4,1,0,0.6,0,0,0.5
685,3100000,10,10,128,91,710,990,3,0.7,60,35,74,76,14,17,240,1,5,1,1.0,0,1,0.6
686,3100000,20,20,89,104,130,990,1,0.6,16,65,94,72,13,18,280,6,2,1,1.0,1,0,0.6
687,1833333,15,15,69,55,930,230,2,0.7999999999999999,38,46,94,82,11,11,160,10,4,0,0.6,0,0,0.7999999999999999
688,3100000,30,30,29,117,100,440,5,0.5,44,41,108,36,14,10,340,9,2,0,1.0,0,1,0.7
689,2466666,20,20,104,109,910,860,5,0.8999999999999999,46,63,100,24,10,15,220,1,3,0,0.5,0,0,0.7999999999999999
690,1833333,30,30,95,61,490,140,2,0.8999999999999999,30,119,124,104,9,8,440,8,6,0,0.8999999999999999,0,1,0.8999999999999999
691,1833333,30,30,39,50,520,980,2,0.6,20,55,90,34,13,8,220,1,5,0,0.7999999999999999,0,0,0.6
692,1833333,20,20,103,28,380,360,5,0.5,58,85,56,54,8,14,340,3,3,0,0.8999999999999999,1,1,0.5
693,2466666,30,30,25,64,350,520,1,0.6,22,122,92,38,14,12,280,3,6,0,0.7,0,1,0.6
694,1200000,15,15,90,122,150,310,2,0.7,18,83,118,52,13,11,260,4,8,1,0.7999999999999999,0,0,1.0
695,1833333,15,15,68,117,120,480,1,0.7,38,68,106,38,12,17,160,5,8,1,0.8999999999999999,0,1,0.6
696,1200000,15,15,104,104,820,440,5,0.7999999999999999,20,36,26,104,14,11,380,10,6,1,0.7999999999999999,1,0,0.8999999999999999
697,1200000,10,10,69,32,160,740,3,0.6,16,63,128,60,10,18,200,9,3,0,0.5,1,0,0.7999999999999999
698,2466666,30,30,101,35,560,840,2,0.8999999999999999,40,119,108,34,11,17,140,1,2,1,0.7999999999999999,1,1,0.7999999999999999
699,3100000,10,10,113,89,540,950,3,0.5,42,32,32,98,8,9,160,5,8,1,0.8999999999999999,1,0,0.7
700,3100000,15,15,43,98,880,970,1,0.5,46,87,42,96,13,10,40,1,3,1,0.5,1,0,0.7999999999999999
701,3100000,15,15,127,112,150,460,1,0.7,24,64,76,44,9,10,240,8,6,1,0.7999999999999999,1,0,0.7
702,1200000,15,15,123,59,680,480,5,0.5,52,97,116,106,12,12,380,10,8,0,0.8999999999999999,0,0,0.7
703,2466666,10,10,53,93,430,540,4,0.7999999999999999,64,30,44,40,12,10,340,4,1,1,0.7,1,0,0.5
704,2466666,30,30,88,72,960,280,1,0.7,62,98,76,98,8,13,380,10,2,0,1.0,0,0,0.7999999999999999
705,2466666,20,20,122,87,480,310,1,0.5,12,52,72,104,10,14,140,10,1,1,0.7,0,0,0.5
706,1200000,20,20,77,77,270,190,1,0.6,24,117,82,44,14,10,160,5,7,0,0.6,0,0,0.8999999999999999
707,2466666,10,10,31,87,300,1000,1,0.7999999999999999,18,37,90,66,14,16,140,4,1,1,0.7,1,0,0.7999999999999999
708,1833333,10,10,35,102,180,520,2,0.6,24,122,82,64,14,18,60,5,5,1,1.0,0,0,0.8999999999999999
709,3100000,15,15,88,124,150,120,1,0.7999999999999999,48,58,118,48,11,17,320,3,1,1,1.0,1,1,0.8999999999999999
710,1200000,20,20,82,112,860,260,4,0.6,22,120,34,96,14,9,240,3,3,1,0.7999999999999999,0,0,0.8999999999999999
711,1200000,15,15,113,93,720,610,4,0.8999999999999999,62,39,90,104,10,17,60,3,7,0,0.6,0,0,0.8999999999999999
712,3100000,20,20,32,56,210,490,2,0.8999999999999999,4,82,26,108,13,17,260,7,2,1,0.8999999999999999,0,1,0.8999999999999999
713,3100000,20,20,125,42,580,540,5,0.8999999999999999,26,54,24,28,8,12,260,2,5,1,0.7,1,0,1.0
714,3100000,30,30,80,79,340,380,1,1.0,10,52,120,84,10,10,160,7,2,1,0.7999999999999999,1,1,0.6
715,2466666,15,15,42,108,170,520,4,0.8999999999999999,62,59,122,126,14,9,160,7,1,1,0.8999999999999999,1,0,0.7999999999999999
716,1200000,20,20,43,58,640,780,1,0.8999999999999999,48,32,44,112,11,15,80,7,3,0,0.6,1,1,1.0
717,1200000,30,30,94,61,550,550,5,0.8999999999999999,64,115,110,82,14,8,80,10,3,0,0.7,0,1,0.7999999999999999
718,1833333,10,10,113,32,480,790,2,0.5,40,103,104,88,11,13,180,3,7,0,0.7,1,1,0.6
719,3100000,30,30,102,47,420,510,1,0.5,6,108,46,54,11,16,340,6,2,0,0.6,0,0,0.7999999999999999
720,1200000,30,30,97,30,770,730,1,1.0,50,99,78,60,9,17,60,2,2,0,0.7999999999999999,0,0,0.5
